회사명,거래소코드,회계년도,감사의견코드(IFRS),감사의견(IFRS),기수(IFRS),소속코드,업종코드,회계년월,산업명,산업코드,산업명.1,상장일,상장폐지일,유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결),year,month
(주)드림티엔터테인먼트,220110,2019/12,,,,4,1,2019/12,"    그 외 기타 전문, 과학 및 기술 서비스업",137309,"    그 외 기타 전문, 과학 및 기술 서비스업","    그 외 기타 전문, 과학 및 기술 서비스업",2015/06/24,20200410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,12
(주)디아이디,74130,2011/12,UQ,,14.0,4,1,2014/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2005/07/27,20150723.0,75.21,53.31,7.26,-17.01,484.75,446.27,21.06,-6.2,-5.25,4.48,282.89,51.62,-1.0,-2.6,-2.43,-6.92,-7.0,-6.54,-36.02,-30.99,2.69,11.9,5.96,18.94,11.84,7.65,47.71,19.27,30.82,0.42,0.04,33.63,44.82,-23.87,0.0,-938.0,72.19,73.27,25.51,67.88,0.0,39751.27,,-1035.02,17.1,2.22,6.09,4.9,6.61,,,,,,19197.33,,,,5.83,12.52,30.44,2.56,102.04,-2.04,2011,12
(주)디아이디,74130,2012/12,UQ,,15.0,4,1,2014/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2005/07/27,20150723.0,82.26,59.51,9.84,-11.95,324.92,572.42,10.48,3.9,4.29,9.65,189.46,55.41,4.44,2.51,1.74,5.93,5.86,4.07,26.82,28.69,2.33,11.42,5.03,15.36,9.18,5.13,71.17,23.76,39.76,0.0,0.05,6.39,7.21,28.27,0.0,689.0,-1.84,-1.19,15.08,9.3,0.0,42289.49,,1062.59,23.53,1.92,5.17,4.35,6.08,,,,,,70054.86,,,,19.83,47.45,132.68,8.8,50.65,49.35,2012,12
(주)디아이디,74130,2013/12,UQ,,16.0,4,1,2014/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2005/07/27,20150723.0,101.09,97.66,1.21,0.88,606.65,136.0,27.0,-11.51,-15.22,6.54,135.39,80.84,-2.94,-5.68,-6.72,-12.76,-13.05,-15.42,-119.38,-66.43,2.3,11.69,6.74,22.71,11.86,7.19,50.77,16.07,30.77,0.0,0.04,-13.02,-29.21,-76.24,0.0,-2156.0,-75.02,-69.58,3.28,-87.32,0.0,36781.62,,-2090.26,14.15,1.66,7.27,3.48,4.11,,,,,,38810.42,,,,15.52,115.04,3758.27,5.6,163.64,-63.64,2013,12
(주)디아이디,74130,2014/12,UQ,,17.0,4,1,2014/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2005/07/27,20150723.0,60.71,59.15,38.02,-30.13,1151.84,96.78,65.77,-4.58,0.85,5.16,669.06,46.55,-3.07,-9.12,-6.02,-9.11,-9.25,-6.11,-95.83,-75.7,1.01,8.3,3.39,44.92,12.58,11.28,32.37,8.13,29.01,0.21,0.02,-73.35,-54.38,-28.83,0.0,-569.0,5.55,27.26,-73.73,-80.23,0.0,9802.94,,-894.47,7.99,0.68,4.71,1.45,1.49,,,,,,43745.62,,,,38.35,109.18,3807.18,23.7,83.72,16.28,2014,12
(주)디에스,51710,2011/12,UQ,,14.0,4,1,2012/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2004/06/18,20130501.0,51.99,31.11,11.27,-37.28,958.66,209.28,52.72,-3.26,-3.5,5.67,631.27,40.37,-1.83,-3.53,-4.95,-7.74,-7.89,-11.06,-131.56,-77.18,2.24,21.89,4.22,14.65,14.13,6.11,59.77,24.92,25.82,0.0,0.04,-41.54,-20.26,-52.34,0.0,-2810.0,-20.43,-0.48,-38.36,-10.9,0.0,43213.4,,-1524.03,9.45,1.79,5.31,4.76,7.05,,,,,,18682.99,,,,5.27,12.61,37.45,2.09,187.8,-87.8,2011,12
(주)디에스,51710,2012/12,,,,4,1,2012/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2004/06/18,20130501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
(주)디에이치패션,45260,2011/12,UQ,,15.0,4,1,2011/12,    기타 전문 도매업,74607,    기타 전문 도매업,    기타 전문 도매업,2001/11/08,20120801.0,2170.05,2118.72,704.07,23.58,5.2,116.41,0.03,-6.6,-14.07,11.25,79.2,24.72,15.14,-89.16,-183.56,-10.89,-11.05,-22.75,-28.38,-13.78,0.12,0.15,0.16,5.1,3.44,30.65,11.91,71.54,106.19,0.01,0.0,-20.44,-12.15,24.46,0.0,-182.0,-6.67,-19.47,21.49,-87.32,0.0,81.14,,-72.34,95.06,0.32,0.32,0.59,0.66,,,,,,-3920.05,,,,-13.0,-32.42,-339.92,-98.06,0.0,0.0,2011,12
(주)디지텍시스템스,91690,2011/12,UQ,,12.0,4,1,2013/12,    컴퓨터 및 주변장치 제조업,32603,    컴퓨터 및 주변장치 제조업,    컴퓨터 및 주변장치 제조업,2007/07/04,20150121.0,290.63,174.18,19.31,39.92,59.77,1654.7,24.25,8.22,999999999.0,3.27,62.53,60.86,9.93,5.28,3.57,5.01,4.43,2.99,4.31,6.58,0.84,1.25,1.99,3.7,8.21,7.39,49.39,98.68,44.47,0.01,0.22,1.36,23.68,5.84,-74.16,355.0,10.49,5.73,38.85,46.77,-65.17,10110.52,,533.8,62.59,1.03,2.41,1.45,2.38,,,,,,24505.42,,,,13.41,45.53,113.33,17.69,47.13,52.87,2011,12
(주)디지텍시스템스,91690,2012/12,,,,4,1,2013/12,    컴퓨터 및 주변장치 제조업,32603,    컴퓨터 및 주변장치 제조업,    컴퓨터 및 주변장치 제조업,2007/07/04,20150121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
(주)디지텍시스템스,91690,2013/12,,,,4,1,2013/12,    컴퓨터 및 주변장치 제조업,32603,    컴퓨터 및 주변장치 제조업,    컴퓨터 및 주변장치 제조업,2007/07/04,20150121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
(주)디피앤케이,189700,2014/12,UQ,,8.0,4,1,2016/12,    봉제의복 제조업,31401,    봉제의복 제조업,    봉제의복 제조업,2014/06/10,20170831.0,209.37,115.79,0.71,36.61,98.78,211.24,34.48,16.42,18.06,3.2,59.46,70.09,54.04,14.48,10.81,18.27,18.15,13.54,26.91,36.07,1.25,2.49,4.19,4.0,4.07,27.17,13.43,91.27,89.65,0.01,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,2630.28,,380.99,50.31,1.21,6.41,1.79,3.23,,,,,,2640.01,,,,26.53,135.85,5781.9,21.18,27.11,72.89,2014,12
(주)디피앤케이,189700,2015/12,,,,4,1,2016/12,    봉제의복 제조업,31401,    봉제의복 제조업,    봉제의복 제조업,2014/06/10,20170831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
(주)디피앤케이,189700,2016/12,,,,4,1,2016/12,    봉제의복 제조업,31401,    봉제의복 제조업,    봉제의복 제조업,2014/06/10,20170831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
(주)렉스엘이앤지,4790,2011/12,UQ,,47.0,4,1,2013/12,    영상 및 음향기기 제조업,32605,    영상 및 음향기기 제조업,    영상 및 음향기기 제조업,1995/12/23,20140304.0,87.58,52.04,6.69,-9.23,293.15,263.29,22.35,1.14,1.18,7.39,137.26,65.09,19.65,4.33,0.65,1.99,1.93,0.29,1.23,8.23,0.45,1.9,1.19,1.65,1.77,0.95,383.06,221.1,205.92,0.02,0.4,-11.38,27.65,54.9,0.0,3.0,1.15,8.35,41.13,20.88,0.0,2061.54,,89.19,25.44,0.32,1.43,0.72,1.27,,,,,,4256.26,,,,6.62,24.66,105.3,16.63,52.83,47.17,2011,12
(주)렉스엘이앤지,4790,2012/12,QU,"15,968만원의 영업손실과 18,920백만원의 당기순손실 발생, 유동부채가 유동자산을 4,310만원 초과하고 있는 상황 등은 회사의 계속기업으로서의 존속능력에 중대한 의문을 제기함.",48.0,4,1,2013/12,    영상 및 음향기기 제조업,32605,    영상 및 음향기기 제조업,    영상 및 음향기기 제조업,1995/12/23,20140304.0,74.27,52.85,3.14,-25.26,10991.51,2.19,54.03,-14.7,-16.89,9.21,3005.63,72.9,-18.92,-196.73,-233.09,-39.2,-39.27,-46.52,-229.36,-193.59,0.2,0.98,0.6,0.79,0.77,0.51,715.95,462.27,473.95,0.0,0.95,-68.29,-73.42,-99.06,0.0,-1463.0,-83.29,-79.37,-70.23,-78.84,0.0,622.26,,-1224.15,0.9,0.14,0.77,0.3,0.48,,,,,,-13003.27,,,,-76.13,-609.05,-684.25,-160.19,0.0,0.0,2012,12
(주)렉스엘이앤지,4790,2013/12,DU,2013년 8월 30일부터 회사의 주식은 한국거래소 코스닥시장에서 주된 영업의 정지 사유로 상장적격성 실질심사 대상으로 결정 거래정지된 상황 등은 회사의 계속기업으로서의 존속능력에 중대한 의문을 제기함.,49.0,4,1,2013/12,    영상 및 음향기기 제조업,32605,    영상 및 음향기기 제조업,    영상 및 음향기기 제조업,1995/12/23,20140304.0,57.83,51.15,3.08,-43.55,0.0,-115.71,76.03,-11.93,-8.47,6.63,0.0,59.72,-44.28,-197.09,-152.41,-47.85,-47.95,-37.08,0.0,0.0,0.24,0.0,0.78,1.45,1.24,2.58,141.65,251.68,294.88,0.0,8.99,-63.4,-57.02,-1068.12,0.0,-2166.0,-38.91,-36.11,-64.79,-85.89,0.0,357.58,,-704.75,0.0,0.14,1.23,0.35,0.47,,,,,,-2364.9,,,,-32.21,-137.23,-145.19,-79.6,0.0,0.0,2013,12
(주)룩손에너지홀딩스,33550,2011/12,UQ,,33.0,4,1,2012/12,    기계장비 및 관련 물품 도매업,74605,    기계장비 및 관련 물품 도매업,    기계장비 및 관련 물품 도매업,1998/01/13,20130507.0,81.84,59.3,2.69,-12.9,275.59,181.12,44.13,0.82,1.13,10.28,157.28,58.13,9.41,3.64,1.09,4.78,4.6,1.38,5.97,19.91,1.26,5.47,2.97,7.66,5.17,9.48,38.5,47.67,70.55,0.01,0.3,80.42,-12.98,15.88,0.0,50.0,-30.8,-15.57,-11.02,-17.68,0.0,4616.68,,167.99,26.63,0.96,6.56,2.2,3.09,,,,,,7573.04,,,,15.47,93.28,151.47,11.4,39.15,60.85,2011,12
(주)룩손에너지홀딩스,33550,2012/12,DU,"당기순손실 9,963백만원 발생, 유동자산을 초과한 유동부채액이 12,324백만원,  만기가 경과한 금융기관 차입금은 13,567백만원이 존재하는 상황 등은 회사의 계속기업으로서의 존속능력에 중대한 의문을 제기함.",34.0,4,1,2012/12,    기계장비 및 관련 물품 도매업,74605,    기계장비 및 관련 물품 도매업,    기계장비 및 관련 물품 도매업,1998/01/13,20130507.0,53.77,36.49,1.77,-38.04,601.99,53.32,58.59,-1.31,-1.88,17.17,391.42,44.24,4.6,-11.26,-24.61,-11.13,-11.2,-24.49,-112.9,-51.64,1.0,4.59,2.1,6.51,3.77,7.8,46.79,56.08,96.72,0.01,0.4,-39.07,-33.83,-64.6,0.0,-607.0,-14.87,-11.89,-49.64,-41.23,0.0,2390.1,,-269.01,14.25,0.78,5.28,1.89,2.67,,,,,,-3779.78,,,,-11.67,-60.03,-104.64,-9.33,0.0,0.0,2012,12
(주)마이스코,88700,2011/12,,,,4,1,2012/12,    기타 금속 가공제품 제조업,32509,    기타 금속 가공제품 제조업,    기타 금속 가공제품 제조업,2008/01/25,20130504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
(주)마이스코,88700,2012/12,,,,4,1,2012/12,    기타 금속 가공제품 제조업,32509,    기타 금속 가공제품 제조업,    기타 금속 가공제품 제조업,2008/01/25,20130504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
(주)모다,149940,2012/12,,,,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2012/09/25,20200710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
(주)모다,149940,2013/12,,,,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2012/09/25,20200710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
(주)모다,149940,2014/12,,,,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2012/09/25,20200710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,12
(주)모다,149940,2015/12,,,,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2012/09/25,20200710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
(주)모다,149940,2016/12,UQ,,25.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2012/09/25,20200710.0,72.28,66.49,10.27,-15.79,224.22,460.13,32.5,1.41,2.24,4.72,190.76,41.16,47.97,5.14,2.88,2.4,2.16,1.21,-1.23,7.01,0.42,1.36,0.72,12.76,5.38,6.4,56.99,28.61,67.88,0.03,0.09,0.0,0.0,0.0,0.0,-31.0,0.0,0.0,0.0,0.0,0.0,7521.75,,386.25,30.84,0.43,7.61,1.02,1.11,,,,,,25472.5,,,,11.41,206.32,1038.88,27.11,56.53,43.47,2016,12
(주)모다,149940,2017/12,DS,,26.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2012/09/25,20200710.0,73.21,70.28,12.58,-19.21,265.42,83.37,49.16,-0.25,-1.64,12.99,173.61,52.49,68.51,-3.61,-36.6,-0.57,-1.41,-14.27,-209.67,-4.91,0.39,1.36,0.75,15.34,7.58,8.64,42.23,23.79,48.13,0.03,0.07,26.16,72.49,-72.31,0.0,-2556.0,6.0,39.28,119.96,9.83,-188.64,6258.31,,-225.8,27.37,0.34,9.32,0.81,0.85,,,,,,12618.19,,,,3.28,96.79,423.39,10.65,208.76,-108.76,2017,12
(주)모다,149940,2018/12,DU,,27.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2012/09/25,20200710.0,61.35,57.85,8.99,-27.6,277.52,103.15,35.66,-0.35,0.84,18.41,212.11,43.82,70.81,-7.96,-5.31,-1.97,-2.84,-1.89,-105.84,-10.5,0.36,1.32,0.7,15.85,11.25,11.5,31.74,23.03,32.45,0.04,0.06,-7.46,-40.27,37.17,0.0,-482.0,-8.99,-29.36,-50.14,-28.91,0.0,5183.22,,-412.5,26.49,0.3,8.78,0.72,0.76,,,,,,52660.94,,,,22.9,442.17,0.0,48.01,46.89,53.11,2018,12
(주)모다,149940,2019/12,DU,,28.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2012/09/25,20200710.0,70.07,69.53,21.21,-22.94,434.64,101.32,38.77,-0.62,-2.5,7.94,247.48,53.71,88.58,-4.86,-28.28,-1.67,-1.83,-10.63,-159.31,-7.8,0.38,1.61,0.72,22.4,13.81,20.66,17.67,16.29,26.44,0.04,0.06,-34.89,-34.79,-1.77,0.0,-814.0,-19.06,-46.27,-20.06,-89.12,0.0,3374.86,,-163.88,18.7,0.31,6.63,0.79,0.82,,,,,,15769.01,,,,10.51,163.58,0.0,22.08,129.11,-29.11,2019,12
(주)모린스,110310,2011/12,,,,4,1,2013/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2009/09/25,20140411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
(주)모린스,110310,2012/12,,,,4,1,2013/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2009/09/25,20140411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
(주)모린스,110310,2013/12,DU,"영업손실액은 58,773백만원, 부채에 정상적인 지급을 하지 못하여 유형자산 등에 가압류 등이 되어 있으며 이와 관련한 각종 소송들이 진행중인 상황은 회사의 계속기업으로서의 존속능력에 중대한 의문을 제기함.",11.0,4,1,2013/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2009/09/25,20140411.0,6.25,6.25,1.05,-98.8,0.0,-72.22,76.63,999999999.0,999999999.0,0.0,0.0,6.58,-37.22,-57.67,-74.76,-33.88,-33.88,-43.92,0.0,0.0,0.59,0.0,0.63,0.0,87.07,2.85,127.87,0.0,4.19,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2762.26,,-1592.95,0.0,0.52,0.64,8.93,8.93,,,,,,-29162.39,,,,-43.92,-48.14,0.0,-74.76,0.0,0.0,2013,12
(주)미래자원엠엘,233190,2015/12,,,,4,1,2016/12,    동물용 사료 및 조제식품 제조업,31008,    동물용 사료 및 조제식품 제조업,    동물용 사료 및 조제식품 제조업,2015/12/24,20171228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
(주)미래자원엠엘,233190,2016/12,UQ,,19.0,4,1,2016/12,    동물용 사료 및 조제식품 제조업,31008,    동물용 사료 및 조제식품 제조업,    동물용 사료 및 조제식품 제조업,2015/12/24,20171228.0,273.77,231.26,90.69,51.61,42.66,5435.48,20.92,53.33,999999999.0,0.99,26.67,81.3,16.57,6.23,4.11,11.45,11.04,7.28,10.39,15.75,1.77,2.53,9.48,14.04,4.95,39.49,9.24,26.0,73.72,0.01,0.0,0.0,0.0,0.0,0.0,626.0,0.0,0.0,0.0,0.0,0.0,13744.54,,856.22,70.1,1.6,13.86,2.18,2.58,,,,,,3957.83,,,,17.01,305.59,1160.78,9.6,44.51,55.49,2016,12
(주)미성포리테크,94700,2011/12,DU,"2011년 12월 28일 회생절차개시결정이 발효. 당기말 당기순손실 27,184백만원, 최근 3개사업연도  법인세비용차감전순손실 발생. 이러한 상황은 회사의 계속기업으로서의 존속능력에 중대한 의문을 제기함.",12.0,4,1,2011/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2007/12/20,20120413.0,34.08,11.85,1.76,-61.46,0.0,-76.44,75.62,999999999.0,999999999.0,0.0,0.0,31.77,-7.5,-36.65,-44.18,-22.68,-22.68,-27.34,-331.78,0.0,0.62,0.0,0.97,3.19,5.72,0.0,0.0,114.54,63.76,0.01,0.11,-41.46,-22.1,-122.63,0.0,-2220.0,-10.02,-12.04,-37.47,-12.27,0.0,4905.06,,-1797.74,0.0,0.53,1.06,1.71,3.7,,,,,,-27118.01,,,,-31.14,-49.54,-124.86,-44.07,0.0,0.0,2011,12
(주)바이오빌,65940,2011/12,UQ,,26.0,4,1,2019/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,2003/01/07,20200731.0,295.87,200.84,79.36,13.12,50.51,772.91,19.01,-8.69,-35.5,6.14,120.69,19.81,6.43,-13.76,-9.54,-5.74,-6.29,-4.36,-5.77,-8.33,0.46,0.61,0.71,6.03,8.77,17.05,21.41,60.49,41.62,0.01,0.0,34.81,60.1,18.16,0.0,-214.0,8.19,221.99,-47.25,7.08,0.0,2159.22,,-297.16,66.44,1.11,1.73,1.29,1.65,,,,,,997.52,,,,1.72,7.71,1051.71,4.62,338.64,-238.64,2011,12
(주)바이오빌,65940,2012/12,UQ,,27.0,4,1,2019/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,2003/01/07,20200731.0,74.42,62.23,23.13,-12.45,245.74,403.62,57.8,-0.77,-1.72,7.28,220.49,36.23,27.52,-5.61,-16.94,-1.68,-2.25,-6.8,-15.02,-4.92,0.4,0.88,0.56,6.55,9.51,19.23,18.98,55.71,38.39,0.01,0.0,20.25,22.48,-47.78,0.0,0.0,0.02,-2.6,123.97,14.17,0.0,2596.4,,-145.77,28.92,0.68,2.01,1.39,1.77,,,,,,3189.24,,,,4.48,24.64,2595.0,12.28,158.11,-58.11,2012,12
(주)바이오빌,65940,2013/12,UQ,,28.0,4,1,2019/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,2003/01/07,20200731.0,102.89,74.91,16.3,0.65,53.57,593.38,23.14,-1.77,-3.92,7.99,117.89,23.23,26.03,-15.07,-27.39,-5.04,-5.85,-10.64,-23.08,-12.69,0.39,0.84,0.56,6.35,9.28,22.27,16.39,57.46,39.33,0.01,0.0,1.63,-9.31,106.85,0.0,-509.0,47.33,9.16,-41.84,-3.39,0.0,1875.28,,-282.63,65.12,0.59,1.65,1.29,1.62,,,,,,1384.23,,,,2.14,7.26,1225.74,5.25,500.08,-400.08,2013,12
(주)바이오빌,65940,2014/12,UQ,,29.0,4,1,2019/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,2003/01/07,20200731.0,106.53,89.57,12.03,2.1,57.36,650.72,25.72,-0.84,6.84,4.74,103.37,34.31,29.48,-2.75,14.92,-0.85,-0.98,5.32,8.09,-1.52,0.36,0.55,0.5,6.08,8.33,28.74,12.7,60.03,43.81,0.01,0.0,-7.35,12.2,9.66,0.0,252.0,7.16,-3.98,65.67,-3.03,0.0,1737.49,,-47.73,63.55,0.63,1.24,1.23,1.54,,,,,,10890.82,,,,15.02,54.25,11592.51,44.55,43.98,56.02,2014,12
(주)바이오빌,65940,2015/12,UQ,,30.0,4,1,2019/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,2003/01/07,20200731.0,137.17,115.11,29.72,7.03,59.4,749.46,20.71,-2.13,9.66,5.03,118.05,25.94,37.64,-6.62,14.08,-2.07,-2.46,5.22,8.4,-3.89,0.37,0.59,0.53,7.82,8.8,44.85,8.14,46.65,41.49,0.01,0.0,24.13,25.57,23.83,21.61,298.0,-28.9,41.56,-5.06,-4.06,0.0,2005.98,,-132.74,62.73,0.68,1.74,1.25,1.49,,,,,,13380.79,,,,14.7,92.12,6492.88,44.09,44.24,55.76,2015,12
(주)바이오빌,65940,2016/12,UQ,,31.0,4,1,2019/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,2003/01/07,20200731.0,376.42,340.0,72.74,36.55,53.6,670.09,22.74,-2.0,-39.71,3.79,77.15,49.77,43.2,-5.03,-32.23,-1.1,-1.65,-10.6,-16.25,-2.58,0.33,0.51,0.54,7.27,8.09,31.91,11.44,50.2,45.1,0.01,0.0,7.67,18.4,23.47,-339.09,-549.0,20.37,-19.7,127.17,36.66,0.0,1692.48,,-85.08,65.1,0.6,2.04,0.85,0.96,,,,,,-2382.86,,,,-2.21,-13.63,-134.91,-7.29,0.0,0.0,2016,12
(주)바이오빌,65940,2017/12,UQ,,32.0,4,1,2019/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,2003/01/07,20200731.0,69.92,60.88,5.75,-15.87,162.77,575.76,50.31,-2.33,-6.78,6.72,165.83,36.89,39.9,-19.73,-50.01,-5.79,-6.39,-16.2,-36.76,-13.47,0.32,0.68,0.55,6.77,8.1,17.32,21.07,53.94,45.04,0.01,0.0,54.11,88.53,-3.13,0.0,-1105.0,105.53,136.87,39.74,86.74,0.0,2196.25,,-433.39,38.06,0.4,1.89,0.78,0.89,,,,,,-9218.68,,,,-4.54,-26.89,-218.53,-18.31,0.0,0.0,2017,12
(주)바이오빌,65940,2018/12,DU,,33.0,4,1,2019/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,2003/01/07,20200731.0,50.95,45.27,9.11,-35.17,373.74,201.31,62.82,-2.41,-8.55,8.96,300.69,36.53,11.35,-26.71,-92.4,-11.74,-12.35,-42.74,-170.04,-43.12,0.46,1.61,0.73,10.56,9.81,18.61,19.61,34.57,37.2,0.02,0.57,109.66,24.69,-34.7,0.0,-3019.0,38.99,25.4,23.47,6.33,0.0,3221.23,,-860.45,21.11,0.46,2.46,1.26,1.43,,,,,,-56848.69,,,,-22.44,-117.28,-1036.38,-53.85,0.0,0.0,2018,12
