,회사명,거래소코드,회계년도,상장일,상장폐지일,삭제여부,사유,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용)
3988,(주)에프티이앤이,65160,Dec-11,2002-07-30,2019-05-03,,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",4,35.54,-6.64,-4.67,6.76,-2.26,20.58,0,87.44,12.95,-1.96,2.12,-1.07,-1.78,-27,1396.61,0.55,0.91,1.06,11.19,5.83,9.03,40.41,32.63,62.57,0.02,0.13,0.79,1.13,1.26,209.53,184.2,22.44,73.21,26.72,304.3,84.66,51.12,57.73,8552.58,8,22.93,67,15.09,65.78,34.22,-12.97,1.47,0.35
3989,(주)에프티이앤이,65160,Dec-12,2002-07-30,2019-05-03,,,  전문직별 공사업,4,-3.62,-27.9,-16.26,5.25,-15.75,25.81,0,54.7,13.53,-8.56,-1.01,-4.26,-8.22,-116,1346.09,0.5,0.96,1.14,6.49,3.36,7.62,47.88,56.23,108.75,0.01,0.45,0.58,0.88,1.02,175.11,149.09,26.47,116.38,26.21,256.37,84.15,61.11,46.22,6586.99,5.85,24.5,52.67,12.06,97.79,2.21,-71.02,1.7,-1.03
3990,(주)에프티이앤이,65160,Dec-13,2002-07-30,2019-05-03,,,  전문직별 공사업,4,3.42,14.34,5.11,4.43,10.21,4,0,29.91,22.29,-1.21,1.07,-0.6,-1.25,-17,1314.48,0.49,1.03,1.26,4.81,2.47,8.68,42.05,75.93,147.92,0.01,0,0.48,0.81,0.97,132.14,107.6,13.48,105.03,14.8,266.79,80.25,60.86,48.77,13025.45,11.08,42.37,115.97,23.06,48.1,51.9,-5.26,1.96,0.08
3991,(주)에프티이앤이,65160,Dec-14,2002-07-30,2019-05-03,,,  전문직별 공사업,4,-11.39,6.11,-1.8,-12.95,-28.83,-20.13,0,8.68,23.49,-32.35,-2.26,-14.73,-33,-381,1164.73,0.46,1.02,1.1,3.61,2.17,5.93,61.6,101.04,167.91,0,0,0.42,0.78,0.99,101.3,75.71,6.13,150.78,0.71,189.86,110.73,55.84,39.88,-987.28,-0.96,-3.03,-7.84,-1.97,0,0,0,1.58,-0.76
3992,(주)에프티이앤이,65160,Dec-15,2002-07-30,2019-05-03,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,-3.74,-2.59,-7.32,-21.61,-15.13,-32.9,0,-30.03,16.05,-46.27,-19.09,-24.43,-59.12,-489,951.11,0.53,1.28,1.11,3.93,3.59,5.31,68.77,92.92,101.56,0.01,0.45,0.49,1.01,1.36,85.76,63.17,1.12,131.65,-7.94,136.69,120.93,47.8,43.17,-9087.85,-11.33,-28.6,-78.25,-18.86,0,0,0,1.5,-6.03
3993,(주)에프티이앤이,65160,Dec-16,2002-07-30,2019-05-03,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,-6.82,5.23,18.37,28.71,45.41,40.01,0,5.42,23.11,-2.18,1.18,-1.07,-2.3,-18,828.5,0.49,1.06,0.98,4.33,4.82,5.89,61.98,84.32,75.79,0.01,0.31,0.48,0.98,1.26,109.44,87.73,9.22,105.04,4.48,185.81,98.44,51.99,48.77,13205.2,12.79,40.43,125.12,29.41,61.42,38.58,-7.4,1.38,0.21
3994,(주)에프티이앤이,65160,Dec-17,2002-07-30,2019-05-03,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,52.56,20.03,19.57,13.02,54.46,6.97,0,-1.92,27.31,-12.38,3.52,-7.71,-13.24,-154,1263.88,0.62,1.07,1.26,6.5,5.59,7.93,46,56.19,65.3,0.01,0.24,0.7,1.23,1.52,165.73,135.59,43.5,50.03,19.52,229.42,76.2,49.21,66.65,9758.36,8.36,24.31,50.51,14.25,96.24,3.76,-86.91,1.86,0.78
3995,(주)에프티이앤이,65160,Dec-18,2002-07-30,2019-05-03,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,-42.65,-55.13,-61.1,-45.95,-72.07,-30.32,0,-33.13,11.4,-18.75,-10.72,-8.19,-14.8,-108,577.81,0.44,0.79,0.95,4.51,5.2,3.8,96.08,80.95,70.24,0.02,0.17,0.47,0.81,0.98,110.7,91.38,5.36,190.35,6.13,63.89,106.14,63.45,34.44,6654.96,10.55,39.62,101.48,16.94,139.45,-39.45,-110.66,1.35,-9.63
3996,(주)에피밸리,68630,Dec-11,2005-10-27,2012-04-24,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-92.44,-31.29,-50.42,-62.4,0,-87.17,0,-81.78,-180.07,-418.02,-25.68,-36.22,0,0,842.89,0.09,0,0.12,3.01,0,0,0,121.24,0,0.01,0.33,0.11,0.32,0.36,49.31,42.12,1,0,-11.44,0,0,11.13,0,-32420.78,-68.79,-107.77,0,-433.87,0,0,0,0.2,999999999
4028,(주)엑큐리스,48460,Dec-11,2000-12-14,2012-11-16,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-22.35,10.71,7.4,-14.98,0.01,-27.03,0,-42.09,-3.17,-13.18,-17.08,-19.09,-46.16,-547,3106.72,1.45,3.5,3.69,4.74,6.12,5.03,72.53,77,59.61,0.02,0.17,1.28,2.38,4.79,118.09,66.47,10.99,122.21,8.55,177.42,98.24,55.79,45,1283.87,2.59,6.2,32.83,1.65,532.76,-432.76,-800.92,3.96,-7.59
4031,(주)엔스퍼트,98400,Dec-11,2008-01-30,2012-07-24,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,2.38,-19.98,-68.64,-66.74,0,-65.24,0,-44.22,-5.88,-111.6,-81.63,-102.39,0,-1408,681.5,0.92,0,2.11,4,3.13,5.34,68.29,91.16,116.71,0.01,0.56,0.66,1.62,2.72,40.98,17.95,0.37,0,-84.23,0,0,58.48,0,-25672.31,-123.01,-1009.13,-1535.11,-66.93,0,0,0,13.4,-10.41
4038,(주)엔에스브이,95300,Dec-11,2009-04-17,2017-09-12,,,  기타 기계 및 장비 제조업,4,39.51,-0.72,0.86,13.7,-10.87,26.66,0,15.94,9.08,-7.28,-2.11,-3.76,-7.91,-273,3654.62,0.52,1.09,1.09,1.62,3.73,6.19,58.96,225.66,97.91,0,0,0.56,0.98,2.47,116.91,49.06,8.62,137.79,8.02,633.92,105.89,55.47,42.05,5673.26,8.91,21.57,192.29,18.37,99.69,0.31,-39.62,1.17,-1.04
4039,(주)엔에스브이,95300,Dec-12,2009-04-17,2017-09-12,,,  기타 기계 및 장비 제조업,4,44.36,-32.68,-29.88,0.53,1.26,24.94,0,27.35,15.91,0.97,4.45,0.68,1.6,53,5275.74,0.7,1.65,1.85,1.91,3.41,6.67,54.74,190.81,107.1,0,0,0.62,1.12,2.71,130.42,53.27,2.21,136.07,16.08,641.91,73.33,68.94,42.36,9943.97,15.53,56.76,362.78,22.31,64.87,35.13,4.34,2.02,1.79
4040,(주)엔에스브이,95300,Dec-13,2009-04-17,2017-09-12,,,  기타 기계 및 장비 제조업,4,11.31,0.79,1.26,-18.22,-27.78,-27,0,-29.96,-3.06,-16.74,-10.89,-14.28,-35.58,-993,5620.76,0.85,2.12,2.48,2.24,3.76,8.96,40.73,163.27,96.96,0,0,0.75,1.3,3.11,140.45,60.73,2.74,167.32,17.72,443.69,102.82,61.54,37.41,2474.47,4.73,13.88,73.13,4.99,301.2,-201.2,-335.79,2.79,-4.65
4041,(주)엔에스브이,95300,Dec-14,2009-04-17,2017-09-12,,,  기타 기계 및 장비 제조업,4,-17.93,22.86,19.96,-0.1,-2.64,-12.64,0,-8.34,5.52,-10.07,-4.4,-7.83,-21.21,-480,4612.94,0.78,2.11,1.84,2.32,3.8,7.21,50.6,157.06,95.94,0,0,0.77,1.35,3.22,124.36,50.3,0.74,174.3,10.54,431.96,126.69,53.81,36.46,7024.58,13.43,32.03,230.81,17.25,109.36,-9.36,-58.36,2.04,-1.76
4042,(주)엔에스브이,95300,Dec-15,2009-04-17,2017-09-12,,,  기타 기계 및 장비 제조업,4,0,0,0,0,0,0,0,0,-11.58,-41.45,-24.83,-30.23,-85.02,-1200,2410.58,0.73,2.05,1.21,3.19,6.41,10.73,34.01,114.28,56.98,0.01,0,0.74,1.84,4.33,67.72,28.74,0.6,181.29,-18.9,235.04,169.73,39.66,35.55,-2091.97,-5.45,-9.96,-83.44,-7.48,0,0,0,1.33,-8.52
4043,(주)엔에스브이,95300,Dec-16,2009-04-17,2017-09-12,,,  기타 기계 및 장비 제조업,4,-39.58,-7.4,-12.11,-30.81,-55.61,-59.26,0,-61.05,-12.32,-65.55,-24.95,-34.14,-112.52,-936,1414.2,0.52,1.72,0.78,2.78,5.74,9.98,36.56,131.41,63.6,0.01,0,0.54,1.58,3.66,33.58,15.1,0.37,338.41,-46.18,96.44,336.03,23.35,22.81,-3505.2,-13.2,-18.03,-190.53,-20.74,0,0,0,0.84,-11.22
4087,(주)엔케이맥스,182400,Dec-18,2015-10-23,2019-07-04,,,  의료용 물질 및 의약품 제조업,5,29.8,-9.34,120.66,30.57,-12.68,-31.11,0,-21.18,74.49,-326.27,-22.4,-32.83,-54.66,-830,254.6,0.1,0.17,0.18,1.69,4.56,100.15,3.64,216.28,80.05,0,0,0.17,0.23,0.27,276.45,235.49,10.34,102.29,19.99,281.15,138.92,31.32,49.44,-14523.33,-20.58,-511.86,-1194.47,-231.68,0,0,0,2.1,-1333.66
4088,(주)엔케이맥스,262760,Dec-18,2018-08-09,2019-07-04,,,  의료용 물질 및 의약품 제조업,4,221.5,12.45,25.77,128.19,94.96,198.56,0,0,-74.6,-2261.06,-26.11,-22.21,-25.41,-483,22.39,0.01,0.01,0.04,35.05,6.84,0,0,10.41,53.39,0.02,0.02,0.01,0.01,0.01,4945.26,4942.69,2341.04,20.39,75.99,478.97,27.02,77.56,83.06,-2619.39,-5.4,-160.27,-2292.06,-764.79,0,0,0,0.05,999999999
4091,(주)엔케이바이오,19260,Dec-11,1996-01-04,2012-09-05,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  섬유제품 제조업; 의복제외,4,59.39,-14.46,-7.83,-4.22,-5.64,2.64,0,-49.19,75.53,-7.28,0.49,-1.58,-1.93,-11,152.4,0.22,0.26,0.34,11.66,2.69,13.87,26.32,31.3,135.57,0.01,2.06,0.42,0.61,0.64,220.07,212.44,37.93,22.75,20.18,55.97,77.36,36.98,81.47,6438.35,13.65,74.76,1350.89,61.55,46.29,53.71,-11.83,1.1,-0.01
4092,(주)엔터기술,68420,Dec-11,2003-07-01,2013-04-06,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,11,-3.91,-13.51,-8.54,-22.86,1.94,0,-8.66,26.08,-34.84,-7.86,-13.31,-35.53,-1154,2926.63,0.38,0.92,0.58,2.4,4,9.68,37.69,152.32,91.16,0,0,0.45,1.13,2.12,66.98,37.23,10.04,160.54,-17.68,449.1,167.08,35.87,38.38,1435.42,2.27,27.13,470.96,5.69,225.95,-125.95,-612.5,4.67,-2.29
4093,(주)엔터기술,68420,Dec-12,2003-07-01,2013-04-06,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-13.2,-1.83,-5.54,-14.84,-18.38,-31.47,0,-26.77,15.7,-42.21,-6.2,-15.82,-48.13,-779,1851.82,0.37,1.01,0.56,2.52,3.09,5.91,61.81,145.12,118.18,0,0,0.43,1.15,2.11,52.72,27.7,0.53,180.97,-25.89,206.17,199.86,28.87,35.59,-563.37,-1.05,-10.85,-244.5,-2.57,0,0,0,4.18,-1.65
4146,(주)엘앤씨피,15390,Dec-11,2001-08-09,2012-04-13,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,-79.03,-56.78,29.19,26.28,44.5,23.16,0,0,15.79,-455.96,-8.55,-11.87,-19.88,0,29.37,0.03,0.04,0.05,0,0.66,0.66,556.94,0,553.29,0,231.77,0.03,0.05,0.05,137.87,137.87,27.49,58.1,12.92,796.17,83.73,47.04,63.25,-3843.77,-8.77,-95817.89,0,-375.97,0,0,0,153.82,-2.95
4192,(주)엘피케이로보틱스,183350,Dec-13,2013-10-11,2020-06-17,삭제,코스닥시장 이전상장예비심사 승인,  기타 기계 및 장비 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,(주)엘피케이로보틱스,183350,Dec-14,2013-10-11,2020-06-17,삭제,코스닥시장 이전상장예비심사 승인,  기타 기계 및 장비 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194,(주)엘피케이로보틱스,183350,Dec-15,2013-10-11,2020-06-17,,,  기타 기계 및 장비 제조업,4,0,0,0,0,0,0,0,0,23.62,5.92,8.35,5.79,13.65,319,5391.23,0.98,2.31,1.88,8,3.17,5.98,60.99,45.63,115.04,0.01,0.19,1.29,2.03,2.73,173.79,129.62,11.32,135.93,20.41,467.55,122.51,48.07,42.38,4148.49,20.22,50.72,1866.97,20.68,47.46,52.54,28.63,2.29,5.43
4195,(주)엘피케이로보틱스,183350,Dec-16,2013-10-11,2020-06-17,,,  기타 기계 및 장비 제조업,4,20.8,31.36,47.65,63.77,21.02,81.18,73.83,45.5,23.27,8.52,7.92,7.63,21.48,555,6512.42,0.9,2.52,1.84,7.87,2.87,4.91,74.35,46.37,127.07,0.01,0.17,0.99,1.75,2.25,113.86,90.62,18.21,219.26,6.47,565.86,149.47,53.18,31.32,5751.19,17.11,71.77,3103.32,23.74,41.54,58.46,35.9,2.39,5.32
4196,(주)엘피케이로보틱스,183350,Dec-17,2013-10-11,2020-06-17,,,  기타 기계 및 장비 제조업,4,3.3,18.33,3.02,-2.93,5.55,-8.17,-73.68,9.86,21.32,2.17,4.53,1.64,5.02,146,6727.52,0.76,2.31,1.57,6.54,2.85,4.67,78.09,55.83,128.06,0.01,0.21,0.78,1.46,1.88,116.47,88.02,27.27,193.6,7.11,597.26,145.88,50.31,34.06,3952.01,12.11,50.71,3982.04,15.79,59.26,40.74,13.75,1.99,3.72
4197,(주)엘피케이로보틱스,183350,Dec-18,2013-10-11,2020-06-17,,,  기타 기계 및 장비 제조업,4,0,0,0,0,0,0,0,0,18.57,-5.05,-4.66,-2.48,-9.78,0,4722.13,0.49,1.92,0.91,4.72,3.54,4.62,79.08,77.28,103.23,0.01,0.27,0.48,1.07,1.39,79.71,61.57,4.42,290.69,-11.65,495.86,211.89,45.76,25.6,4894.9,10.85,56.44,1527.02,22.06,77.74,22.26,-22.9,1.53,-1.16
4198,(주)엘피케이로보틱스,183350,Dec-19,2013-10-11,2020-06-17,,,  기타 기계 및 장비 제조업,4,-17.07,-70.77,-76.21,-56.6,0,-30.83,0,-28.63,-2.56,-114.65,-20.7,-56.39,0,-3638,3173.41,0.49,0,1,4.26,3.52,3.08,118.65,85.67,103.6,0.01,0.21,0.45,0.96,1.25,101.32,77.95,0.28,0,0.9,0,0,68.87,0,-10772.22,-58.71,-274.4,-1853.87,-72.25,0,0,0,1.7,-3.07
4242,(주)엠제이비,74150,Dec-11,2005-07-08,2016-09-05,,,  종합 건설업,4,96.84,31.05,35.41,44.12,16.74,57.45,0,675.29,15.28,3.91,6.46,2.18,2.78,93,2347.08,0.56,0.71,0.96,9.53,6.43,5.18,70.53,38.3,56.75,0.04,0.09,0.95,1.34,1.55,202.4,161.27,56.75,40.18,21.85,709.57,79.65,43.18,71.34,4076.92,10.75,89.35,192.04,22.79,47.89,52.11,17.15,1.51,79.53
4243,(주)엠제이비,74150,Dec-12,2005-07-08,2016-09-05,,,  종합 건설업,4,-5.29,-38.92,-33.84,-22.71,-21.17,-8.06,0,-98.88,4.75,-33.34,-5.68,-16.81,-23.05,-731.1,2222.99,0.5,0.7,0.95,10.08,4.55,2.62,139.54,36.22,80.18,0,0.08,0.72,1.08,1.21,194.86,194.37,63.57,37.42,25.01,559.33,66.83,51.37,72.77,-3321.97,-11.34,-105.5,-263.95,-19.61,0,0,0,1.57,-12.6
4244,(주)엠제이비,74150,Dec-13,2005-07-08,2016-09-05,,,  종합 건설업,4,-21.44,-62.2,-94.48,-29.98,-37.83,35.09,0,-9.33,16.61,-95.49,3.45,-46.8,-65.16,-1567,1454.36,0.49,0.68,1.57,365.99,3.51,2.46,148.53,1,103.86,0,0,0.52,0.71,0.71,366.63,366.04,44.4,49.59,69.85,317.51,5.92,96.04,66.85,-10326.77,-47.26,-3188.12,-4543.51,-79.44,0,0,0,22.02,71.26
4245,(주)엠제이비,74150,Dec-14,2005-07-08,2016-09-05,,,  전문직별 공사업,4,-55.81,25.24,1055.9,227.47,148.81,193.33,0,-45.42,23.1,255.68,0.5,31.45,57.66,660,260.04,0.12,0.23,1.06,220.03,2.54,3.1,117.73,1.66,143.51,0.04,0,0.1,0.14,0.14,191.18,191.13,8.89,96.89,41.03,267.04,27.51,86.03,50.79,16173.07,22.6,3986.75,6244.34,281.55,9.98,90.02,90.81,15.75,-1.58
4246,(주)엠제이비,74150,Dec-15,2005-07-08,2016-09-05,,,  전문직별 공사업,4,-22.63,-89.1,-95.75,2.59,-6.74,18.57,0,-51.15,19.11,-117.93,-1.61,-7.23,-14.93,-190.1,155.19,0.06,0.13,0.85,323.91,5.9,21.99,16.6,1.13,61.82,0.02,0,0.05,0.07,0.07,245.43,245.4,0.1,116.6,58.91,236.68,1.25,99.42,46.17,-3449.77,-4.7,-7800.43,0,-77.62,0,0,0,19.76,-2.25
4296,(주)영진코퍼레이션,53330,Dec-11,2001-11-01,2015-04-23,,,  기타 기계 및 장비 제조업,4,26.49,-3.59,-2.36,1.29,3.46,4.45,0,39.6,4.88,-11.26,-7.29,-10.73,-32.55,-129,929.48,0.95,2.66,2.09,27.43,5.97,5.72,63.8,13.31,61.1,0.09,0.04,0.88,1.75,1.87,105.45,97.78,4.8,175.26,2.86,67.55,122.99,55.32,36.33,17124.65,30.71,95.53,549.82,32.43,43.23,56.77,-34.71,2.89,-2.58
4297,(주)영진코퍼레이션,53330,Dec-12,2001-11-01,2015-04-23,,,  기타 기계 및 장비 제조업,4,-29.15,-10.3,-23.38,-28.94,-48.05,-33.42,0,-32.32,-2.56,-34.49,-14.32,-27.06,-87.36,-1057,621.75,0.78,2.34,1.7,19.89,6.71,4.64,78.68,18.35,54.42,0,0.05,0.72,1.46,1.57,86.35,79.96,0.22,236.77,-8.19,156.23,162.24,51.83,29.69,110.94,0.28,0.69,3.68,0.3,5363.93,-5263.93,-11632.81,2.2,-5.06
4298,(주)영진코퍼레이션,53330,Dec-13,2001-11-01,2015-04-23,,,  기타 기계 및 장비 제조업,4,21.44,33.52,31.23,76.56,26.51,118.69,0,-41.07,9.92,-15.33,-6.6,-12.71,-62.22,-436,2740.06,0.83,2.61,2.06,37.66,4.39,3.94,92.63,9.69,83.24,3.32,0.03,0.7,1.39,1.44,112.35,110.11,0.56,202.68,7.06,132.15,108.38,64.19,33.04,2656.85,3.8,12.37,101.29,5.85,199.22,-99.22,-262.16,2.42,-2.49
4299,(주)영진코퍼레이션,53330,Dec-14,2001-11-01,2015-04-23,,,  기타 기계 및 장비 제조업,4,-82.17,-97.71,-90.41,-87.7,-156.86,-86.19,0,0,-12.8,-358.61,-5.96,-73.95,-1035.56,-1262,349.71,0.21,0,0.59,18.1,0.87,0.83,440.09,20.16,421.68,0.57,0.06,0.15,0.32,0.32,39.68,39.68,0.25,0,-109.56,-61.44,0,72.09,0,-22762.31,-264.5,-4621.07,-12100.66,-281.02,0,0,0,0.74,-1.68
4300,(주)영현무역,242850,Dec-16,2016-05-20,2019-05-22,삭제,(코넥스),  도매 및 상품 중개업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,(주)영현무역,242850,Dec-17,2016-05-20,2019-05-22,삭제,(코넥스),  도매 및 상품 중개업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,(주)영현무역,242850,Dec-18,2016-05-20,2019-05-22,삭제,(코넥스),  도매 및 상품 중개업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,(주)예당컴퍼니,49000,Dec-11,2001-01-03,2013-09-10,,,  영상ㆍ오디오 기록물 제작 및 배급업,4,24.79,128.26,-6.4,26.6,17.5,123.53,0,0,-6.37,-10.36,4.63,-1.84,-3.22,-8,72.99,0.18,0.31,0.28,109.25,5.82,9.7,37.63,3.34,62.74,0.04,0.01,0.23,0.49,0.49,108.94,108.23,1,80.42,3.68,254.12,99.5,44.85,55.43,3034.26,8.43,781.45,6038.21,52.95,39.06,60.94,-19.57,20.52,0.43
4304,(주)예당컴퍼니,49000,Dec-12,2001-01-03,2013-09-10,,,  영상ㆍ오디오 기록물 제작 및 배급업,4,-18.78,-20.25,-7.21,0.48,24.6,9.94,0,9.67,5.18,-116.19,-7.26,-14.99,-24.14,-62,50.7,0.13,0.21,0.24,42.32,3.13,5.73,63.72,8.62,116.76,0.02,0.03,0.16,0.27,0.28,159.73,158.7,8.37,45.49,18.35,270.82,74.1,49.07,68.73,-2903.16,-8.03,-937.49,-12584.14,-62.38,0,0,0,13.34,-4.97
4533,(주)와이즈파워,40670,Dec-11,2000-08-18,2015-07-16,,,  전기장비 제조업,4,-25.71,34.98,48.52,7.78,53.31,-24.82,0,-29.72,15.66,-7.56,-1.02,-8.66,-64.57,-90,1063.02,1.15,5.83,2.15,11.13,5.3,8.56,42.65,32.79,68.83,0.02,0.13,1.07,2.45,3.13,67.41,53.17,1.65,341.72,-18.73,165.58,270.57,38.75,22.64,6688.32,12.67,48.33,127.35,11.48,133.6,-33.6,-65.88,4.83,999999999
4534,(주)와이즈파워,40670,Dec-12,2000-08-18,2015-07-16,,,  전기장비 제조업,4,-51.3,-14.48,-35.83,-39.31,-71.67,-44.81,0,-40.57,-8.47,-64.36,-33.93,-43.07,-233.62,-238,470.71,0.67,4.38,1.07,8.24,4.78,5.27,69.25,44.31,76.42,0.02,0.13,0.63,1.79,2.28,39.38,30.41,0.72,3083.2,-54.25,42.59,2061.61,35.23,3.14,-7580.16,-23.67,-63.99,-201.64,-26.71,0,0,0,2.21,999999999
4535,(주)와이즈파워,40670,Dec-13,2000-08-18,2015-07-16,,,  전기장비 제조업,4,-68.53,-48.59,-48.17,-54.23,-28.6,-65.37,0,-41.68,10.42,-98.56,-15.73,-37.71,-377.03,-129,136.35,0.38,7.17,0.57,4.39,4.13,3.86,94.64,83.08,88.28,0.01,0.21,0.32,1.18,1.61,31.01,19.13,0.85,887.5,-59.31,27.43,724.23,26.66,10.13,-4688.9,-31.99,-76.99,-928.77,-52.5,0,0,0,1,-3.57
4536,(주)와이즈파워,40670,Dec-14,2000-08-18,2015-07-16,,,  전기장비 제조업,4,-20.04,-94.64,-88.83,-53.58,-422,43.39,0,-86.33,28.32,-239.42,-0.5,-159.32,0,-170,80.43,0.67,0,1.2,8.39,3.35,7.77,46.96,43.51,109.11,0.01,0.25,0.4,1.5,1.83,41.59,40.07,0.47,0,-115.65,-63.02,0,82.35,0,-11824.72,-173.77,-3621.06,-10343.17,-165.58,0,0,0,2.23,-0.12
4597,(주)우성아이비,194610,Dec-14,2014-06-10,2018-10-12,삭제,상장폐지 일 : 회생절차 신청,  기타금융업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598,(주)우성아이비,194610,Dec-15,2014-06-10,2018-10-12,,,  기타 제품 제조업,4,0,0,0,0,0,0,0,0,30.05,0.8,7.5,0.54,1.57,24,2361.65,0.67,1.97,1.18,3.21,4.51,45.38,8.04,113.56,80.96,0.01,0,0.84,1.56,3.05,117.02,60.05,3.33,192.69,6.25,1360.58,166.88,42.98,34.17,3933.8,7.89,33.21,942.79,11.73,47.22,52.78,6.78,2.7,2.63
4599,(주)우성아이비,194610,Dec-16,2014-06-10,2018-10-12,,,  기타 제품 제조업,4,0.08,58.24,27.57,39.29,16.99,54.82,-8.82,46.72,31.86,0.6,2.05,0.34,1.32,19,2363.6,0.56,1.81,1.04,2.61,3.06,13.84,26.37,139.98,119.28,0,0,0.66,1.23,2.32,116.98,63.01,3.38,248.14,6.94,1442.18,181.8,47.78,28.72,6851.62,9.87,49.73,1988.64,20.42,64.94,35.06,2.92,2.09,0.94
4600,(주)우성아이비,194610,Dec-17,2014-06-10,2018-10-12,,,  기타 제품 제조업,4,-11.01,-42.21,-54.83,-17.96,-34.94,22.35,-7214.01,13.25,4.38,-58.3,-21.85,-27.54,-105.26,-984,1654.88,0.47,1.81,1.13,1.83,2.7,7.2,50.72,199.47,134.95,0,0,0.47,0.81,1.45,158.26,90.68,5.64,338.67,26.23,625.69,126.12,71.25,22.8,-8622.53,-15.13,-163.51,-1417.64,-28.87,0,0,0,1.92,-10.41
4603,(주)우전,52270,Dec-11,2001-06-05,2017-04-13,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,23.13,13.38,11.27,21.5,17.54,33.01,211.51,26.08,21.65,6.92,11.49,8.42,17.77,1100,13246.95,1.22,2.57,2.41,13.28,6.78,13.25,27.54,27.48,53.85,0.02,0.15,1.37,2.46,3.01,126.82,103.9,20.07,113.68,10.89,1059.13,103.61,51.51,46.8,89865.47,26.18,71.11,106.22,23.61,47.64,52.36,29.31,3.2,999999999
4604,(주)우전,52270,Dec-12,2001-06-05,2017-04-13,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-14.57,-1.8,-0.7,1.38,3.3,3.35,-50.23,15.19,22.99,4,6.97,3.76,8.05,549,11316.45,0.94,1.98,1.96,9.45,4.96,7.44,49.04,38.61,73.61,0.02,0.14,0.99,1.81,2.24,117.76,94.04,25.58,107.75,7.92,1094.08,98.66,52.51,48.13,74669.63,21.46,60.6,89.21,22.97,49.92,50.08,17.42,2.6,6.79
4605,(주)우전,52270,Dec-13,2001-06-05,2017-04-13,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,55.77,51.78,44.26,21.44,7.82,0.81,-48.4,46.75,16.89,1.31,5.73,1.73,3.93,283,17627.25,1.31,2.89,2.51,11.15,10.14,11.61,31.44,32.74,35.98,0.03,0.1,1.44,2.76,3.67,102.7,72.58,22.09,131.38,1.15,1179.63,130.53,43.59,43.22,87846.72,20.78,56.35,80.14,17.35,61.07,38.93,7.57,3.24,5.19
