회사명,거래소코드,회계년도_x,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),year,month,회계년도_y,매출액증가율(IFRS연결),유형자산증가율(IFRS연결),재고자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),자기자본증가율(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결)
(주)한국경제티브이,39340,2012-12-01,2004-07-30,,  방송업,5,-2.46,-18.82,4.86,1.16,5.58,-3.54,-26.73,0,0,6.66,9.51,5.98,7.04,203,2873.94,0.9,1.06,1.58,0,5.63,0,0,0,64.86,0.02,0.18,1.61,2.08,2.08,360.19,360.19,45.48,15.32,30.36,558.73,66.86,42.02,86.71,5579.61,7.53,110.25,0,8.44,0,0,78.95,11.68,133.42,2012,12,2012-12-01,-2.463696521,-18.81960879,,4.85684516,-3.537035745,5.576866266,1.157803532,-26.72658921
(주)한국경제티브이,39340,2013-12-01,2004-07-30,,  방송업,5,-16.11,-4.19,33.28,-1.24,-1.62,-48.88,-82.04,0,0,1.43,4.03,1.07,1.24,36,2411.05,0.75,0.87,1.11,0,6.04,0,0,0,60.48,0.02,0.17,1.71,2.36,2.36,174.87,174.87,21.11,15.76,9.31,549.69,90.58,21.75,86.39,19513.41,26.67,402.46,0,35.19,77.03,22.97,4.05,11.17,97.16,2013,12,2013-12-01,-16.10629274,-4.187817409,,33.28170498,-48.87574502,-1.61776493,-1.243364608,-82.04073155
(주)한국경제티브이,39340,2016-12-01,2004-07-30,,  방송업,5,4.31,13.3,-5.91,2.94,13.72,15.78,32.38,0,0,16,16.66,12.39,15.4,555,3272.84,0.77,0.96,1.37,0,8.73,0,0,0,41.79,0.02,0.11,1.25,1.79,1.79,304.11,304.11,35.52,18.43,30.78,723.88,64.12,45.86,84.43,31586.55,32.04,1267.39,0,41.96,49,51,38.13,32.04,999999999,2016,12,2016-12-01,4.311572061,13.29713571,,-5.905312782,15.78231261,13.71792353,2.938018367,32.37973801
(주)한국경제티브이,39340,2017-12-01,2004-07-30,,  방송업,5,-13.86,19.46,82.34,20.94,13.59,-51.54,1.67,0,0,18.88,10.2,11.24,13.77,564,2819.35,0.6,0.73,0.86,0,7.47,0,0,0,48.89,0.02,0.13,1.22,1.93,1.93,90.65,90.65,23.71,26.1,-1.89,822.24,102.93,18.38,79.3,29911.28,25.09,1259.62,0,46.13,48.03,51.97,40.94,23.68,120.45,2017,12,2017-12-01,-13.85627375,19.45806937,,82.34128731,-51.54422413,13.58713321,20.93626647,1.671754605
(주)한국경제티브이,39340,2018-12-01,2004-07-30,,  방송업,5,30.32,-38.22,-11.39,7.77,15.22,92.84,17.69,0,0,17.05,14.9,11.64,14.16,645,3674.08,0.68,0.83,0.92,0,10.41,0,0,0,35.06,0.03,0.1,1.59,2.63,2.63,231.6,231.6,111.39,17.95,18.68,947.35,79.16,32.88,84.78,35141.91,27.35,1910.33,0,41.59,47.47,52.53,41.01,35.04,78.98,2018,12,2018-12-01,30.31669557,-38.21619736,,-11.38599934,92.84230748,15.21560649,7.767360981,17.68972508
(주)한국경제티브이,39340,2019-12-01,2004-07-30,,  방송업,5,-7.97,330.9,2.8,13.97,11.89,36.75,4.18,0,0,19.31,12.21,10.92,13.01,671,3381.35,0.57,0.67,0.89,0,10.68,0,0,0,34.16,0.03,0.09,1.14,1.55,1.55,323.91,323.91,70.4,20.13,27.28,1060,72.73,39.46,83.24,16071.29,10.97,217.41,0,20.66,0,0,93.42,15.9,50.99,2019,12,2019-12-01,-7.967392174,330.8987526,,2.804431312,36.7471435,11.89123011,13.96588879,4.182880322
(주)한국경제티브이,39340,2020-12-01,2004-07-30,,  방송업,5,21.99,-1.11,-2.54,19.14,13.38,52.41,26.74,0,0,20.06,13.13,11.86,14.63,860,4125,0.59,0.73,1.08,0,14.3,0,0,0,25.53,0.04,0.07,0.98,1.3,1.3,298.42,298.42,55.5,26.24,33.56,1201.81,62.52,50.47,79.21,40885.15,23.43,557,0,43.09,43.58,56.42,46.54,12.02,70.67,2020,12,2020-12-01,21.99268803,-1.111839945,,-2.536650132,52.4061609,13.37894606,19.14181969,26.74184932
(주)한국코퍼레이션,50540,2014-12-01,2005-12-12,,  사업지원 서비스업,6,5.631180314,0,0,0,0,0,0,0,9.76,0.23,1.59,0.39,0.81,17,6842.42,1.68,3.47,2.17,0,9.33,64.67,5.64,0,39.12,0.03,0,2.33,7.35,7.35,46.32,46.32,2.49,106.58,-26.45,394.84,159.45,22.82,48.41,120036.83,145.09,1742.63,20261.53,86.48,93.77,6.23,0.27,13.03,0.63,2014,12,2014-12-01,5.631180314,-58.46532974,,-3.063589384,-3.393593225,0.464109189,-3.13908524,10000
(주)한국코퍼레이션,50540,2015-12-01,2005-12-12,,  사업지원 서비스업,6,-3.04,45.75,3.04,6.63,-18.63,18.77,0,0,8.06,-8.1,-3.33,-12.75,-30.02,-554,6634.44,1.57,3.71,2.08,0,8.35,52.77,6.92,0,43.69,0.03,0,1.98,6.52,6.52,41.81,41.81,3.98,170.7,-35.37,321.29,201.9,25.41,36.94,109606.02,124.25,1617.71,28485,81.44,103.88,-3.88,-9.95,10.28,-2,2015,12,2015-12-01,-3.039548048,45.75023115,,3.03724952,18.76504013,-18.62975769,6.625883804,10000
(주)한국코퍼레이션,50540,2016-12-01,2005-12-12,,  사업지원 서비스업,6,11.82,-57.1,-59.92,-42.5,-58.88,8.63,0,0,10.25,-13.45,1.83,-29.13,-88.01,-1002,7381.96,2.17,6.54,3.27,0,9.12,59.19,6.17,0,40.02,0.03,0,2.21,6.43,6.43,68.57,68.57,1.11,278.56,-22.01,130.58,196.79,48.02,26.42,112969.25,222.71,1728.8,29274,75.07,112.25,-12.25,-17.91,13.57,0.66,2016,12,2016-12-01,11.8169884,-57.09872225,,-59.92384933,8.63467239,-58.88286712,-42.49980755,85.61510138
(주)한국코퍼레이션,50540,2020-12-01,2005-12-12,,  사업지원 서비스업,6,-4,-51.91,-58.47,-49.47,-88.79,-20.26,0,0,9.96,-3.78,-0.62,-5.2,-20.13,-97,3008.42,1.37,5.52,1.91,0,14.7,981.94,0.37,0,24.83,0.04,0,1.62,4.88,4.88,49.93,49.93,14.92,1428.18,-37.27,16.66,960.13,37.17,6.54,106916.83,187.43,1797.96,12491.48,91.63,96.21,3.79,-4.13,12.54,-0.4,2020,12,2020-12-01,-4.002752974,-51.91083337,,-58.47342147,-20.26437662,-90.3239233,-49.47324483,-58.79717227
(주)헥토이노베이션,214180,2015-12-01,2015-06-30,,  정보서비스업,5,50.61583025,0,0,0,0,0,0,0,0,33.06,22.49,17.31,18.75,1711,5055.16,0.52,0.57,3.51,0,6.62,0,0,0,55.1,0.02,0.15,0.56,0.62,0.62,1110.55,1110.55,757.92,8.3,77.44,1642.5,16.14,85.1,92.34,14008.56,27.55,2298.87,3640.7,52.61,19.08,80.92,62.83,43.69,286.51,2015,12,2015-12-01,50.61583025,12.16114236,,122.2874335,190.7097449,329.8542914,177.9623272,66.58441219
(주)헥토이노베이션,214180,2016-12-01,2015-06-30,,  정보서비스업,5,52.82567312,0,0,0,0,0,0,0,0,28.16,10.15,7.13,14.34,1887,6037.79,0.25,0.35,0.41,0,4.72,0,0,0,77.27,0.01,0.21,0.44,0.66,0.66,195.13,195.13,107.5,37.17,18.64,2283.93,84.72,38.24,72.9,20481.63,12.74,243.06,1056.63,50.34,23.88,76.12,55.95,4.83,662.23,2016,12,2016-12-01,52.82567312,10000,,10000,42.06032877,149.6107749,216.1624969,25.37143282
(주)헥토이노베이션,214180,2017-12-01,2015-06-30,,  정보서비스업,5,97.79,-72.78,-14.34,32.74,21.68,108.77,31.37,0,0,22.77,12.01,9.8,16.99,1242,5970.81,0.43,0.63,0.87,0,8.26,1695.74,0.22,0,44.17,0.02,0,0.56,0.85,0.85,200.81,200.81,155.12,55.41,30.19,1389.55,61.94,60.14,64.35,41561.23,19.48,1818.84,2416.5,51.64,29.65,70.35,44.09,15.01,3833.74,2017,12,2017-12-01,97.78697176,-72.77856391,,-14.34082943,108.774096,17.16292617,32.73613756,31.36517802
(주)헥토파이낸셜,234340,2019-12-01,2019-07-12,,  정보서비스업,5,14.69,81.55,106.1,48.54,100.73,42.58,7.37,0,0,19.65,10.32,9.1,15.54,1466,7465.29,0.46,0.79,4,0,18.33,431.68,0.85,0,19.91,0.05,0,0.36,0.52,0.52,254.82,254.82,138.18,52.96,52.84,2387.77,19.93,86.97,65.37,26863.68,15.87,1048.88,1136.03,40.98,38.55,61.45,47.94,25.37,1787.9,2019,12,2019-12-01,14.68618801,81.55195025,,106.0963854,42.57572618,100.7283232,48.54176646,7.369287526
(주)헥토파이낸셜,234340,2020-12-01,2019-07-12,,  정보서비스업,5,19.14412248,0,0,0,0,0,0,0,0,14.44,5.55,5.4,9.85,1294,8428.86,0.37,0.64,1.88,0,18.16,0,0,0,20.1,0.05,0.06,0.31,0.47,0.47,197.3,197.3,120.79,70.74,39.5,2491.2,33.97,80.1,58.57,27818.79,13.33,487.12,516.87,35.61,40.88,59.12,40.53,13.68,256.91,2020,12,2020-12-01,19.14412248,71.38699406,,88.24647022,13.55991907,10.45957853,23.29266427,-11.72507844
(주)휴맥스홀딩스,28080,2011-12-01,1997-04-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0.9,-34.4,9.63,-2.47,0.56,-66.42,-16.19,0,95.39,54.92,5.81,4.38,5.15,983,1498.07,0.08,0.08,0.09,0,4.26,0,0,0,85.66,0.01,0.23,0.55,0.74,0.74,1135.21,1135.21,401.4,4.71,4.99,3465.89,98.98,5.48,95.5,15258.61,6.54,2679.54,2937.42,80.98,14.87,85.13,67.82,26.21,35.65,2011,12,2011-12-01,0.899774317,-34.40064234,,9.629141115,-66.41766174,0.405312199,-2.467158865,-16.19234685
(주)휴맥스홀딩스,28080,2012-12-01,1997-04-16,,  전문 서비스업,5,-28.25,-35.06,4.72,4.07,1.2,-7.08,-56.38,0,0,35.58,3.85,2.02,2.23,443,1074.88,0.06,0.06,0.06,0,4.13,0,0,0,88.38,0.01,0.24,0.84,1.1,1.1,181.79,181.79,74.03,7.81,2.2,3507.51,102.53,4.89,92.76,5743.02,2.36,1553.12,1740.3,42.48,0,0,83.75,28.79,9.86,2012,12,2012-12-01,-28.24929785,-35.06494875,,4.716326783,-7.082125429,1.082511422,4.070141595,-56.37712258
(주)휴맥스홀딩스,28080,2013-12-01,1997-04-16,,  전문 서비스업,5,64.83,-43.17,2.38,2.35,1.56,1.81,36.46,0,0,32.28,6.99,2.93,3,605,1771.75,0.09,0.1,0.1,0,0,0,0,0,0,0,0,0.94,1.86,1.86,72.57,72.57,26.88,8.09,-1.84,3562.3,102.83,4.86,92.52,12502.16,5.03,5949.37,6692.59,56.1,19.54,80.46,57.54,76.85,14.81,2013,12,2013-12-01,64.83286556,-43.1698452,,2.381154864,1.814598367,2.086265787,2.353450923,36.46446226
(주)휴맥스홀딩스,28080,2014-12-01,1997-04-16,,  전문 서비스업,5,-25.25,-47.24,-1.9,-3.07,0.71,-25.93,-61.29,0,0,13.37,4.08,0.91,1.15,234,1324.41,0.07,0.07,0.07,0,0,0,0,0,0,0,0,0.68,1.58,1.58,81.71,81.71,12.84,5.97,-0.83,3587.42,102.03,3.72,94.37,7708.56,3.2,6953.31,7453.57,46.28,43.79,56.21,28.89,103.79,8.69,2014,12,2014-12-01,-25.24886306,-47.24424437,,-1.901370944,-25.92503165,-1.133952689,-3.069932719,-61.29494513
