회사명,거래소코드,회계년도,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),year,month,label
(주)화신테크,86250,2020-12-01 0:00,2006-11-10,2021-08-31,    특수 목적용 기계 제조업,4,-78.27,18.49,7.72,-12.85,0.41,-50.47,0.0,0.0,5.08,-142.33,-30.19,-33.25,-74.98,-281.0,182.57,0.23,0.53,0.29,244.82,23.63,12.23,29.83,1.49,15.45,0.0,0.0,0.31,1.16,1.17,36.32,36.15,11.41,127.31,-35.22,141.17,181.65,20.09,43.99,326.07,0.68,0.94,4.86,5.8,906.17,-806.17,-2455.32,0.33,-1.75,2020,12,1
(주)화진,134780,2011-12-01,2011-08-10,2020-07-02,  자동차 및 트레일러 제조업,4,2.12,18.81,18.92,30.06,80.7,41.38,91.39,47.92,22.1,9.04,14.85,11.04,21.37,708.0,6707.89,1.22,2.36,2.55,12.34,4.37,7.39,49.41,29.57,83.53,0.02,0.11,1.38,2.35,2.9,154.63,124.68,16.17,69.52,19.05,731.96,78.13,53.91,58.99,28544.96,37.99,97.29,289.19,35.17,53.95,46.05,25.71,2.86,13.51,2011,12,0
(주)화진,134780,2012-12-01,2011-08-10,2020-07-02,  자동차 및 트레일러 제조업,4,22.22,9.93,10.8,10.01,16.35,9.34,39.57,6.74,22.98,10.37,15.24,13.03,21.41,848.0,8198.29,1.26,2.07,2.72,12.23,4.89,9.69,37.66,29.84,74.62,0.01,0.13,1.43,2.34,2.89,157.65,127.84,25.55,60.24,19.59,851.66,74.38,53.58,62.41,35105.11,42.47,103.82,248.51,35.39,51.28,48.72,29.29,3.06,21.45,2012,12,0
(주)화진,134780,2013-12-01,2011-08-10,2020-07-02,  자동차 및 트레일러 제조업,4,15.82,32.93,32.35,30.72,29.5,29.31,38.92,12.63,23.54,12.38,15.55,14.92,24.1,1174.0,9469.53,1.2,1.94,2.58,12.91,4.43,8.54,42.76,28.28,82.47,0.01,0.11,1.4,2.26,2.74,166.02,138.68,35.44,61.84,21.08,1082.3,76.06,53.0,61.79,41644.86,38.54,104.79,311.55,36.25,50.18,49.82,34.16,2.91,33.61,2013,12,0
(주)화진,134780,2014-12-01,2011-08-10,2020-07-02,  자동차 및 트레일러 제조업,4,6.66,45.45,48.25,21.88,13.04,-1.5,-25.38,-14.15,21.12,8.63,11.03,8.82,14.96,862.0,9939.18,1.02,1.71,1.94,13.98,4.15,8.03,45.46,26.1,87.85,0.01,0.1,1.31,2.16,2.55,143.83,123.18,38.97,72.35,13.05,1223.42,98.52,42.84,58.02,41001.86,31.13,81.85,249.9,33.46,55.88,44.12,25.8,2.22,17.75,2014,12,0
(주)화진,134780,2015-12-01,2011-08-10,2020-07-02,  자동차 및 트레일러 제조업,4,-3.08,2.75,2.11,3.69,9.34,5.79,-16.91,2.71,21.16,7.0,7.37,6.2,11.19,717.0,9632.72,0.89,1.49,1.56,14.47,4.53,9.17,39.79,25.22,80.5,0.02,0.1,1.25,2.05,2.38,168.89,145.35,32.62,64.65,17.83,1337.73,92.69,43.7,60.74,42333.35,31.0,63.98,162.28,35.64,57.5,42.5,19.64,1.79,11.66,2015,12,0
(주)화진,134780,2016-12-01,2011-08-10,2020-07-02,  자동차 및 트레일러 제조업,4,-4.63,-10.1,-10.83,-1.61,6.77,10.25,15.35,-12.81,19.38,8.86,5.95,7.41,11.95,841.0,9186.25,0.84,1.32,1.56,14.55,4.78,9.27,39.36,25.08,76.4,0.02,0.1,1.18,1.81,2.06,208.45,185.48,53.38,52.52,25.48,1428.32,77.82,48.98,65.57,45397.48,33.79,76.71,215.75,40.08,54.02,45.98,22.1,1.77,11.12,2016,12,0
(주)화진,134780,2017-12-01,2011-08-10,2020-07-02,  자동차 및 트레일러 제조업,4,-21.38,-7.2,9.99,-5.75,-13.59,-22.16,-165.29,-12.34,19.09,-7.46,3.71,-5.09,-8.11,-282.0,7222.16,0.68,1.13,1.24,13.09,4.39,8.36,43.65,27.89,83.11,0.01,0.11,0.94,1.52,1.72,122.76,107.52,33.76,81.85,7.5,633.04,108.29,40.45,54.99,22127.39,17.47,41.08,119.76,24.85,99.06,0.94,-30.01,1.53,6.78,2017,12,0
(주)화진,134780,2018-12-01,2011-08-10,2020-07-02,  자동차 및 트레일러 제조업,4,-10.62,-18.94,-25.07,-26.96,-38.92,-29.74,420.87,37.94,14.77,-58.76,-4.22,-42.69,-56.55,-1480.0,3310.82,0.73,1.62,1.21,10.52,5.03,11.13,32.78,34.68,72.59,0.01,0.23,0.88,1.83,2.21,70.17,53.07,15.23,224.8,-16.54,386.68,198.42,38.91,30.79,-11404.8,-12.33,-25.36,-105.55,-14.33,0.0,0.0,0.0,1.56,-1.58,2018,12,0
(주)화진,134780,2019-12-01,2011-08-10,2020-07-02,  자동차 및 트레일러 제조업,4,-26.51,-26.53,-40.23,-43.1,-89.04,-47.78,-19.29,-35.0,4.68,-48.09,-10.92,-30.84,-77.68,-1194.0,2433.07,0.64,1.92,1.02,7.97,4.91,12.14,30.06,45.81,74.38,0.01,1.36,0.68,1.74,2.23,41.54,31.12,8.36,765.26,-49.04,59.19,563.75,34.85,11.56,1969.28,2.98,5.14,31.27,3.37,1070.64,-970.64,-1428.42,1.26,-2.06,2019,12,1
(주)휴네시온,290270,2018-12-01,2018-08-02,,  출판업,5,14.44,-2.34,230.28,118.42,132.46,110.94,-66.4,0.0,34.71,6.27,2.92,4.0,4.52,246.0,3932.71,0.64,0.72,6.73,25.29,5.04,8.36,43.64,14.43,72.47,0.02,0.05,0.63,0.7,0.72,787.94,765.99,125.04,12.98,79.04,927.44,10.71,90.52,88.51,6632.08,26.35,2068.29,48561.73,41.32,83.59,16.41,15.17,50.06,651.36,2018,12,0
(주)휴네시온,290270,2019-12-01,2018-08-02,,  출판업,5,17.29,119.29,239.88,12.42,6.9,-11.39,78.74,-10.69,42.37,9.53,8.42,6.71,7.8,187.0,1959.49,0.7,0.82,3.59,31.34,5.53,9.78,37.33,11.65,66.01,0.02,0.04,0.76,0.88,0.9,509.02,494.73,119.04,18.5,57.33,495.7,33.95,71.35,84.39,8705.94,30.77,1238.09,0.0,46.24,74.52,25.48,20.6,36.78,110.08,2019,12,0
(주)휴네시온,290270,2020-12-01,2018-08-02,,  출판업,5,34.88,45.96,37.98,19.79,11.48,12.49,86.32,113.36,39.23,13.06,10.34,10.67,13.31,353.0,2642.92,0.82,1.01,2.63,28.59,5.21,9.63,37.91,12.77,70.08,0.02,0.04,0.95,1.18,1.24,338.42,320.4,72.67,27.54,47.2,552.58,42.09,67.0,78.41,11953.14,35.27,1482.34,0.0,47.07,67.55,32.45,27.74,29.36,115.29,2020,12,0
(주)휴맥스,115160,2011-12-01,2009-11-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-2.17,-0.37,-22.2,-0.25,7.05,7.0,-26.47,0.71,22.65,3.5,5.48,4.54,9.11,1557.0,43433.44,1.29,2.6,5.85,5.98,3.96,7.12,51.25,61.01,92.21,0.01,0.35,1.03,1.66,2.3,173.68,126.83,20.63,93.87,34.2,3456.3,37.57,80.62,51.58,189249.39,24.68,274.04,5916.25,19.04,32.75,67.25,18.41,14.14,0.6,2011,12,0
(주)휴맥스,115160,2012-12-01,2009-11-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,3.05,-3.96,10.33,-6.44,2.14,-10.47,-60.62,-18.39,22.87,1.34,4.56,1.85,3.43,622.0,44756.88,1.38,2.56,6.55,6.76,3.68,8.2,44.54,53.95,99.23,0.01,0.44,1.13,1.75,2.36,196.51,148.19,30.0,77.58,37.89,3530.23,40.58,77.15,56.31,100028.31,13.94,153.5,9235.82,9.77,67.88,32.12,13.72,14.89,4.58,2012,12,0
(주)휴맥스,115160,2013-12-01,2009-11-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,11.24,47.9,20.47,16.38,4.52,15.17,92.42,59.74,21.66,2.28,4.25,3.35,6.39,1197.0,49786.22,1.47,2.7,6.3,6.45,4.21,9.41,38.77,56.61,86.69,0.01,0.8,1.24,1.91,2.72,177.86,117.2,24.82,90.06,33.42,3689.86,44.96,76.34,52.62,126244.87,15.12,128.57,2913.05,11.08,61.86,38.14,20.56,13.64,5.47,2013,12,0
(주)휴맥스,115160,2014-12-01,2009-11-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,26.71,4.57,5.71,13.03,3.97,15.3,-20.34,9.23,20.61,1.42,4.01,2.3,4.88,953.0,63084.88,1.62,3.23,7.11,6.35,4.71,8.56,42.62,57.49,77.42,0.01,0.4,1.32,2.1,3.15,162.99,110.33,20.91,107.82,30.09,3836.26,45.98,77.87,48.12,141283.89,14.97,136.67,1793.07,9.79,60.02,39.98,14.46,14.16,5.53,2014,12,0
(주)휴맥스,115160,2015-12-01,2009-11-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-1.18,21.97,7.34,0.86,8.33,-0.98,47.21,32.04,22.06,2.11,5.48,3.18,6.77,1327.0,59663.64,1.51,3.02,6.59,5.18,5.15,8.75,41.71,70.47,70.94,0.01,0.64,1.23,1.95,3.13,176.43,100.42,37.0,94.25,33.12,3977.51,45.74,76.45,51.48,165145.3,17.35,135.1,1861.52,11.58,56.76,43.24,18.26,12.33,9.7,2015,12,0
(주)휴맥스,115160,2016-12-01,2009-11-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-5.34,-0.52,3.82,7.0,-1.09,7.97,-79.68,-8.86,19.93,0.24,2.33,0.33,1.33,270.0,56478.82,1.37,2.81,5.91,4.51,5.64,8.1,45.07,80.97,64.69,0.01,0.49,1.13,1.78,2.95,165.77,105.49,39.61,116.51,30.61,3934.03,49.47,77.15,46.19,138900.87,13.64,111.04,1653.5,10.29,68.26,31.74,2.34,10.65,4.28,2016,12,0
(주)휴맥스,115160,2017-12-01,2009-11-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,19.33,8.28,19.37,18.43,-8.09,18.15,-603.38,50.9,17.61,-1.97,0.84,-2.85,-7.02,-1373.0,67397.23,1.45,3.51,6.31,4.5,5.2,6.8,53.66,81.18,70.26,0.01,0.35,1.1,1.88,3.23,126.65,67.82,14.75,169.74,16.2,3615.82,62.12,76.97,37.07,93726.64,7.77,68.73,886.23,5.82,92.15,7.85,-33.79,12.23,0.62,2017,12,0
(주)휴맥스,115160,2018-12-01,2009-11-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-8.49,-5.0,16.22,-12.35,-12.13,-20.9,48.65,-32.23,14.79,-3.13,-3.3,-4.08,-11.59,-2041.0,61678.0,1.3,3.48,4.91,4.08,4.66,6.18,59.03,89.51,78.25,0.01,0.39,1.0,1.77,3.14,129.58,78.01,20.93,163.57,15.86,3177.3,80.49,69.46,37.94,64774.11,6.13,49.92,776.58,4.39,132.05,-32.05,-71.28,11.04,-2.01,2018,12,0
(주)휴맥스,115160,2019-12-01,2009-11-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-20.41,-9.15,45.78,-3.31,4.88,-24.89,0.0,-32.7,17.94,1.73,2.63,1.95,5.04,850.0,49092.38,1.13,2.86,2.96,4.8,4.94,7.17,50.92,76.0,73.82,0.01,0.39,0.99,1.83,2.95,106.62,68.61,17.27,143.5,3.35,3332.49,112.1,53.96,41.07,153317.98,15.0,131.03,1920.2,13.06,44.01,55.99,13.21,9.45,1.11,2019,12,0
(주)휴맥스,115160,2020-12-01,2009-11-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-25.49,-22.84,-15.83,7.58,-19.57,27.56,0.0,4.42,20.48,-10.0,1.43,-8.24,-24.36,-3586.0,30336.57,0.82,2.29,2.02,4.35,4.26,4.95,73.68,83.88,85.78,0.01,0.27,0.73,1.39,2.05,111.25,78.78,14.6,220.45,6.47,2223.14,115.43,63.98,31.21,16320.63,1.48,18.04,221.82,1.87,351.93,-251.93,-535.69,8.35,0.78,2020,12,0
(주)휴맥스홀딩스,28080,2011-12-01,1997-04-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0.9,-34.4,9.63,-2.47,0.56,-66.42,-16.19,0.0,95.39,54.92,5.81,4.38,5.15,983.0,1498.07,0.08,0.08,0.09,0.0,4.26,0.0,0.0,0.0,85.66,0.01,0.23,0.55,0.74,0.74,1135.21,1135.21,401.4,4.71,4.99,3465.89,98.98,5.48,95.5,15258.61,6.54,2679.54,2937.42,80.98,14.87,85.13,67.82,26.21,35.65,2011,12,0
(주)휴맥스홀딩스,28080,2012-12-01,1997-04-16,,  전문 서비스업,5,-28.25,-35.06,4.72,4.07,1.2,-7.08,-56.38,0.0,0.0,35.58,3.85,2.02,2.23,443.0,1074.88,0.06,0.06,0.06,0.0,4.13,0.0,0.0,0.0,88.38,0.01,0.24,0.84,1.1,1.1,181.79,181.79,74.03,7.81,2.2,3507.51,102.53,4.89,92.76,5743.02,2.36,1553.12,1740.3,42.48,0.0,0.0,83.75,28.79,9.86,2012,12,0
(주)휴맥스홀딩스,28080,2013-12-01,1997-04-16,,  전문 서비스업,5,64.83,-43.17,2.38,2.35,1.56,1.81,36.46,0.0,0.0,32.28,6.99,2.93,3.0,605.0,1771.75,0.09,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.86,1.86,72.57,72.57,26.88,8.09,-1.84,3562.3,102.83,4.86,92.52,12502.16,5.03,5949.37,6692.59,56.1,19.54,80.46,57.54,76.85,14.81,2013,12,0
(주)휴맥스홀딩스,28080,2014-12-01,1997-04-16,,  전문 서비스업,5,-25.25,-47.24,-1.9,-3.07,0.71,-25.93,-61.29,0.0,0.0,13.37,4.08,0.91,1.15,234.0,1324.41,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.58,1.58,81.71,81.71,12.84,5.97,-0.83,3587.42,102.03,3.72,94.37,7708.56,3.2,6953.31,7453.57,46.28,43.79,56.21,28.89,103.79,8.69,2014,12,0
(주)휴맥스홀딩스,28080,2015-12-01,1997-04-16,,  전문 서비스업,5,-5.54,-100.0,-7.77,-7.83,-10.57,-9.49,-1005.49,0.0,0.0,-150.63,3.35,-10.24,-10.93,-2056.0,1250.99,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.84,1.84,58.78,58.78,12.61,10.26,-2.56,3208.11,106.24,3.65,90.69,-18546.06,-8.35,0.0,0.0,-117.87,0.0,0.0,0.0,283.85,13.84,2015,12,0
(주)휴맥스홀딩스,28080,2016-12-01,1997-04-16,,  전문 서비스업,5,-64.29,0.0,1210.62,-0.28,35.14,-54.09,-89.54,0.0,0.0,-43.44,1.57,-1.1,-1.24,-222.0,446.76,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.95,0.95,14.89,14.89,9.95,14.95,-9.6,3068.79,113.02,1.68,86.99,120.72,0.05,83.63,0.0,2.15,947.41,-847.41,-2021.79,77.85,4.38,2016,12,0
(주)휴맥스홀딩스,28080,2017-12-01,1997-04-16,,  전문 서비스업,5,-27.36,-3.44,-13.59,-13.03,-14.51,19.68,0.0,0.0,-206.21,-713.21,-5.21,-14.06,-16.25,-2664.0,324.55,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,1.0,16.42,16.42,11.94,16.98,-11.77,2623.65,114.28,2.31,85.48,-28312.03,-14.7,-20310.83,0.0,-693.58,0.0,0.0,0.0,28.77,-12.04,2017,12,0
(주)휴맥스홀딩스,28080,2018-12-01,1997-04-16,,  전문 서비스업,5,-35.46,-28.04,-11.87,-7.4,-4.23,222.97,-52.81,0.0,0.0,-436.71,-8.82,-8.04,-8.97,-1257.0,249.94,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.44,0.44,75.83,75.83,14.02,9.68,-2.12,2380.26,102.4,6.64,91.17,-16239.37,-9.89,-16188.89,0.0,-516.58,0.0,0.0,0.0,26.23,-15.71,2018,12,0
(주)휴맥스홀딩스,28080,2019-12-01,1997-04-16,,  전문 서비스업,5,194.36,-38.96,-3.15,3.31,2.3,94.21,0.0,0.0,0.0,63.03,0.79,3.44,3.81,534.0,735.72,0.05,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.44,0.44,148.0,148.0,51.29,10.76,4.05,2435.11,96.94,12.48,90.29,9514.43,5.61,15538.86,0.0,102.82,6.52,93.48,61.3,151.13,1.78,2019,12,0
(주)휴맥스홀딩스,28080,2020-12-01,1997-04-16,,  전문 서비스업,5,-44.86,30.77,-7.24,-9.48,-15.33,-25.16,0.0,0.0,0.0,-428.96,-12.28,-13.55,-15.48,-2005.0,405.69,0.03,0.04,0.04,0.0,14.45,0.0,0.0,0.0,25.27,0.04,0.07,0.14,0.28,0.28,76.0,76.0,11.01,18.42,-3.26,2061.78,106.2,10.32,84.45,-16835.77,-10.97,-21026.08,0.0,-329.95,0.0,0.0,0.0,72.22,-31.01,2020,12,0
(주)휴먼엔,32860,2011-12-01,1997-07-04,,"  폐기물 수집, 운반, 처리 및 원료 재생업",6,60.5,77.74,34.17,35.88,122.82,37.2,3.62,76.41,18.36,0.96,7.21,1.57,8.95,75.0,7691.51,1.63,9.33,3.77,5.0,10.62,6.25,58.43,73.02,34.36,0.02,0.11,1.34,2.88,6.81,95.39,34.71,1.3,376.52,-2.75,227.7,205.31,56.91,20.99,15817.53,13.6,74.07,433.14,9.59,37.1,62.9,10.0,6.36,1.96,2011,12,0
(주)휴먼엔,32860,2012-12-01,1997-07-04,,"  폐기물 수집, 운반, 처리 및 원료 재생업",6,10.42,7.32,3.92,-8.79,-15.48,-18.41,0.0,-33.92,2.94,-7.66,-2.17,-12.54,-61.92,-567.0,7336.05,1.64,8.09,3.56,5.21,15.41,9.03,40.43,70.1,23.69,0.02,0.09,1.42,3.03,7.24,80.22,38.89,4.03,414.25,-12.55,166.24,252.43,50.91,19.45,-2817.09,-2.66,-11.47,-27.97,-1.55,0.0,0.0,0.0,5.29,-0.5,2012,12,0
(주)휴먼엔,32860,2013-12-01,1997-07-04,,"  폐기물 수집, 운반, 처리 및 원료 재생업",6,8.31,7.32,35.21,10.08,-2.99,-14.15,103.81,-56.78,-7.75,-14.41,-21.15,-25.5,-139.86,-716.0,5916.36,1.77,9.7,3.22,9.9,13.96,11.48,31.8,36.88,26.15,0.03,0.08,1.57,3.93,6.52,55.23,40.91,0.1,483.57,-32.18,63.76,351.86,39.71,17.14,-18431.86,-15.78,-67.19,-195.36,-9.35,0.0,0.0,0.0,5.34,-4.26,2013,12,0
(주)휴먼엔,32860,2014-12-01,1997-07-04,,"  폐기물 수집, 운반, 처리 및 원료 재생업",6,-5.85,-17.8,-23.88,-32.24,113.11,-44.94,18.33,-24.4,-0.85,-18.11,-12.21,-34.33,0.0,-504.0,2471.06,1.9,0.0,2.99,17.58,14.76,12.38,29.48,20.76,24.72,0.06,0.05,1.64,5.16,7.31,36.07,23.22,0.07,0.0,-57.19,0.0,0.0,32.26,0.0,-23688.96,-29.93,-101.04,-221.83,-12.76,0.0,0.0,0.0,5.33,-2.47,2014,12,0
(주)휴먼엔,32860,2015-12-01,1997-07-04,,"  폐기물 수집, 운반, 처리 및 원료 재생업",6,-70.2,-99.52,-99.47,-60.43,498.2,21.55,3.2,-76.87,13.49,-62.72,2.04,-62.84,0.0,-767.0,1218.59,1.0,0.0,2.05,9.89,13.3,11.15,32.74,36.92,27.44,0.03,0.08,0.7,1.96,2.44,102.86,95.89,2.72,0.0,2.76,0.0,0.0,99.1,0.0,6017.92,19.21,3975.62,35395.37,10.87,17.55,82.45,-576.76,3.5,0.76,2015,12,0
(주)휴먼엔,32860,2016-12-01,1997-07-04,,"  폐기물 수집, 운반, 처리 및 원료 재생업",6,20.8,2550.91,1540.51,25.19,-249.0,11.38,-81.78,0.0,6.65,-9.46,-3.2,-16.13,-27.04,-119.0,1114.95,1.7,2.86,14.41,9.6,10.97,134.06,2.72,38.01,33.28,0.01,0.0,1.46,1.93,2.42,309.49,247.17,28.86,67.61,59.68,78.03,19.83,88.17,59.66,-1706.03,-4.35,-42.52,-13802.84,-2.55,0.0,0.0,0.0,16.66,-1.81,2016,12,0
(주)휴먼엔,32860,2017-12-01,1997-07-04,,"  폐기물 수집, 운반, 처리 및 원료 재생업",6,71.84,4.88,9.34,-8.76,16.74,-11.19,0.0,12.72,10.58,0.24,1.48,0.73,1.08,4.0,1801.74,3.06,4.53,23.65,15.52,21.13,198.34,1.84,23.53,17.28,0.03,0.0,2.73,3.52,4.55,398.72,296.81,67.09,30.99,64.3,80.85,18.58,85.82,76.34,3339.76,9.34,79.36,4197.63,2.91,50.83,49.17,8.18,27.95,1.04,2017,12,0
(주)휴먼엔,32860,2018-12-01,1997-07-04,,"  폐기물 수집, 운반, 처리 및 원료 재생업",6,-1.89,148.8,246.91,21.91,-36.57,-15.28,-3748.97,-75.18,1.87,-8.85,-13.43,-25.12,-44.67,-148.0,1668.22,2.84,5.05,9.94,23.01,21.49,83.59,4.37,15.86,16.98,0.04,0.0,2.63,3.97,4.8,122.24,113.08,23.49,151.76,10.85,51.28,101.6,59.64,39.72,-4143.21,-9.5,-45.82,-240.62,-3.68,0.0,0.0,0.0,15.36,-8.86,2018,12,0
(주)휴먼엔,32860,2019-12-01,1997-07-04,,"  폐기물 수집, 운반, 처리 및 원료 재생업",6,-37.31,17.03,-27.31,-5.42,20.74,9.38,-65.03,-58.39,2.11,-4.93,-4.14,-8.22,-18.24,-51.0,1001.42,1.67,3.7,4.65,51.23,17.86,50.41,7.24,7.12,20.44,0.05,0.05,1.49,2.59,2.73,146.55,142.37,6.46,97.2,21.91,56.86,61.17,68.98,50.71,-2698.58,-6.54,-22.02,0.0,-3.82,0.0,0.0,0.0,6.22,-1.51,2019,12,0
(주)휴먼엔,32860,2020-12-01,1997-07-04,,"  폐기물 수집, 운반, 처리 및 원료 재생업",6,-83.45,33.31,9.08,-1.45,-85.23,-7.67,900.39,0.0,-0.06,-555.73,-6.23,-85.81,-274.19,-4708.0,86.55,0.15,0.49,0.4,15.71,6.8,40.11,9.1,23.23,53.65,0.01,0.0,0.12,0.25,0.26,65.91,65.91,2.12,1132.15,-30.48,69.86,506.16,58.92,8.12,-29517.97,-72.12,-620.28,-205356.67,-463.62,0.0,0.0,0.0,0.45,-1.07,2020,12,0
(주)휴먼텍코리아,66060,2011-12-01,2002-08-16,2013-04-12,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",4,-17.64,-47.79,104.45,-8.18,-64.3,-30.45,0.0,0.0,-1.93,-26.99,-13.11,-22.23,-94.19,-1345.0,4932.6,0.82,3.49,3.14,0.0,3.5,3.12,116.89,0.0,104.24,0.0,2.64,0.56,1.12,1.12,73.35,73.35,7.74,671.02,-22.98,148.71,283.43,63.24,12.97,-19091.89,-11.1,-1127.09,0.0,-12.9,0.0,0.0,0.0,59.93,-5.64,2011,12,0
(주)휴먼텍코리아,66060,2012-12-01,2002-08-16,2013-04-12,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",4,9.19,-11.21,-43.12,-33.71,-317.72,-28.24,77.74,0.0,-17.22,-43.93,-26.13,-49.64,0.0,-2390.0,5385.67,1.13,0.0,3.26,0.0,6.13,2.93,124.51,0.0,59.54,0.0,0.31,0.65,1.73,1.73,48.4,48.4,1.89,0.0,-72.97,-323.76,0.0,68.46,0.0,-40858.95,-35.84,-2716.73,0.0,-25.29,0.0,0.0,0.0,101.05,-6.79,2012,12,1
(주)휴메딕스,200670,2014-12-01,2014-12-26,,  의료용 물질 및 의약품 제조업,5,23.95,-4.65,-12.35,148.04,264.72,271.13,-27.31,17.59,48.66,22.76,19.86,16.0,19.44,1438.0,6284.31,0.7,0.85,3.0,11.27,4.88,17.35,21.04,32.38,74.85,0.01,0.0,0.82,0.92,1.0,924.35,872.71,575.8,10.3,75.5,1698.1,16.92,84.66,90.66,13773.18,23.28,167.6,823.96,47.2,31.95,68.05,48.22,3.41,29.8,2014,12,0
(주)휴메딕스,200670,2015-12-01,2014-12-26,,  의료용 물질 및 의약품 제조업,5,44.38,112.84,269.32,95.89,104.7,64.47,74.99,8.24,51.51,27.59,17.26,13.28,14.22,1409.0,5081.66,0.48,0.52,1.98,14.46,4.57,24.76,14.74,25.24,79.84,0.01,0.0,0.59,0.64,0.67,1431.38,1378.75,1176.59,5.55,66.11,2510.79,30.53,71.08,94.74,20955.34,18.08,130.44,1028.04,49.74,25.71,74.29,55.46,3.23,601.13,2015,12,0
(주)휴메딕스,200670,2016-12-01,2014-12-26,,  의료용 물질 및 의약품 제조업,5,11.87,75.87,45.33,13.17,2.92,0.08,-11.6,0.0,47.75,22.21,10.48,7.98,9.42,1190.0,5388.88,0.36,0.42,0.97,12.69,2.82,17.69,20.64,28.77,129.56,0.01,0.0,0.52,0.57,0.6,960.44,917.16,696.22,16.06,56.31,2494.96,43.11,62.85,86.16,20200.85,15.4,155.2,529.48,42.86,30.79,69.21,51.83,1.51,25358.49,2016,12,0
(주)휴메딕스,200670,2017-12-01,2014-12-26,,  의료용 물질 및 의약품 제조업,5,16.11,44.36,29.9,-1.93,-1.93,-20.74,12.39,142.23,44.17,24.44,9.54,10.3,10.69,1336.0,6136.66,0.42,0.48,0.98,8.61,3.19,22.07,16.54,42.4,114.55,0.01,0.0,0.65,0.74,0.81,569.01,490.63,331.12,13.97,41.87,2399.75,56.07,50.8,87.75,29799.62,23.17,71.63,225.1,54.45,31.38,68.62,44.89,1.43,84.41,2017,12,0
(주)휴메딕스,200670,2018-12-01,2014-12-26,,  의료용 물질 및 의약품 제조업,5,18.46,17.39,10.83,-3.24,-4.38,-16.86,-20.27,-4.84,39.65,16.6,8.87,8.5,8.8,1030.0,6935.54,0.51,0.58,0.97,7.38,4.06,27.76,13.15,49.44,89.98,0.01,0.0,0.89,1.08,1.27,381.68,321.51,210.34,13.29,32.21,2189.27,63.84,43.65,88.27,31022.61,24.92,69.9,207.93,47.85,39.3,60.7,34.68,1.32,78.57,2018,12,0
(주)휴메딕스,200670,2019-12-01,2014-12-26,,  의료용 물질 및 의약품 제조업,5,21.27,2.69,17.74,11.21,9.56,2.78,13.17,18.92,41.77,15.43,10.4,9.23,9.72,1094.0,7884.59,0.6,0.68,1.03,8.39,4.11,28.12,12.98,43.52,88.9,0.01,0.0,1.12,1.43,1.72,338.41,276.68,115.75,14.05,28.42,2248.54,68.05,40.34,87.68,36902.08,26.66,82.7,243.31,46.94,40.81,59.19,32.87,1.46,298.96,2019,12,0
