회사명,거래소코드,회계년도,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),year,month,label
(주)코아시아,45970,2012-12-01,2000-08-03,,  전문 서비스업,5,3.16,3.87,5.33,3.52,2.05,2.72,406.18,20.83,14.22,2.5,2.73,2.49,5.04,378.0,17600.86,0.99,2.3,3.22,7.23,5.17,10.34,35.31,50.45,70.58,0.01,0.48,0.82,1.44,1.79,133.67,104.98,18.42,132.83,17.35,1518.28,72.49,68.86,42.95,9363.67,3.93,15.76,28.25,4.02,0.0,0.0,62.22,3.72,0.86,2012,12,0
(주)코아시아,45970,2013-12-01,2000-08-03,,  전문 서비스업,5,23.6,23.15,20.79,14.49,-3.85,11.65,0.0,82.34,12.01,-1.03,0.86,-1.16,-4.7,-350.0,21754.06,1.13,2.84,3.51,5.79,6.95,10.21,35.77,63.06,52.53,0.01,0.4,0.92,1.66,2.32,117.09,76.04,15.34,172.43,9.8,1459.83,89.49,67.15,36.71,44121.52,16.18,57.1,101.52,15.34,83.56,16.44,-6.73,4.05,0.03,2013,12,0
(주)코아시아,45970,2014-12-01,2000-08-03,,  전문 서비스업,5,-10.93,5.41,6.24,-11.25,-21.62,-19.8,405.35,-22.36,9.2,-8.73,-5.95,-8.69,-27.16,-1768.0,19375.45,1.0,2.75,2.77,4.49,7.11,10.28,35.51,81.23,51.3,0.01,0.75,0.82,1.55,2.37,105.47,69.67,17.67,181.16,3.15,1144.27,110.54,60.68,35.57,43315.09,17.9,53.01,94.75,16.91,106.7,-6.7,-51.65,3.18,-3.23,2014,12,0
(주)코아시아,45970,2015-12-01,2000-08-03,,  전문 서비스업,5,8.34,53.25,95.2,45.31,22.61,12.99,-95.01,-9.66,15.97,0.31,2.51,0.29,-1.38,-89.0,20991.7,0.94,2.62,1.98,5.85,7.59,9.46,38.58,62.38,48.09,0.01,0.25,0.89,1.77,2.55,96.16,70.07,33.41,178.73,-1.89,1403.0,147.21,47.19,35.88,72070.14,20.49,58.17,110.49,25.97,73.73,26.27,1.2,2.65,0.76,2015,12,0
(주)코아시아,45970,2016-12-01,2000-08-03,,  전문 서비스업,5,42.69,-2.63,-4.41,-7.44,3.46,-10.83,506.95,-16.99,15.82,-0.48,4.18,-0.56,-7.5,-492.0,24719.11,1.17,2.95,2.18,9.61,10.86,10.56,34.56,37.97,33.6,0.03,0.1,1.27,2.52,3.42,107.2,80.12,35.11,128.15,3.05,1197.93,124.44,45.46,43.83,88171.95,27.09,75.0,133.59,22.26,69.1,30.9,-2.15,3.17,1.68,2016,12,0
(주)코아시아,45970,2017-12-01,2000-08-03,,"  기타 전문, 과학 및 기술 서비스업",5,7.12,-3.19,-0.94,1.72,13.56,4.91,0.0,-7.82,16.91,0.48,5.29,0.62,3.86,237.0,25020.87,1.29,2.89,2.4,11.81,11.35,12.59,29.0,30.9,32.16,0.03,0.09,1.5,2.8,3.67,124.15,96.59,45.03,119.55,9.12,1156.81,116.63,46.88,45.55,79937.63,24.14,68.34,114.74,18.84,66.43,33.57,2.53,3.49,2.97,2017,12,0
(주)코아시아,45970,2018-12-01,2000-08-03,,"  기타 전문, 과학 및 기술 서비스업",5,-10.81,-1.66,9.58,-1.1,-11.41,-13.2,-556.2,-17.21,14.04,-4.76,1.68,-5.47,-17.54,-944.0,20082.19,1.15,2.62,2.05,12.02,10.28,12.75,28.64,30.38,35.51,0.03,0.1,1.37,2.61,3.33,97.84,77.13,36.08,136.33,-0.91,984.29,139.1,41.14,42.31,57441.48,17.54,50.18,82.75,15.18,91.27,8.73,-31.38,3.19,1.02,2018,12,0
(주)코아시아,45970,2019-12-01,2000-08-03,,"  기타 전문, 과학 및 기술 서비스업",5,15.99,13.21,-0.07,-0.36,24.3,-0.77,0.0,36.32,13.61,2.8,6.44,3.76,5.82,313.0,21912.27,1.34,3.12,2.28,13.02,12.79,10.39,35.12,28.03,28.53,0.05,0.06,1.59,3.27,4.37,91.37,64.8,25.87,129.23,-3.87,948.65,135.3,40.97,43.62,88953.79,27.26,67.36,103.97,20.27,53.38,46.62,13.81,3.5,3.74,2019,12,0
(주)코아시아,45970,2020-12-01,2000-08-03,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,13.56,-4.96,-7.86,-2.61,-5.29,4.95,0.0,-5.4,8.29,-1.84,-1.03,-2.84,-6.09,-330.0,18939.47,1.55,3.62,2.69,13.17,13.51,10.77,33.9,27.71,27.02,0.05,0.06,1.77,3.64,5.03,97.57,71.99,30.56,138.3,-1.1,863.78,133.08,44.16,41.96,60071.3,18.9,47.99,78.52,12.05,73.97,26.03,-15.24,3.84,-0.69,2020,12,0
(주)코아시아옵틱스,196450,2015-12-01,2014-06-02,,"  의료, 정밀, 광학기기 및 시계 제조업",5,64.02,55.12,40.8,8.49,-10.2,-15.67,238.09,0.0,4.53,-18.2,-6.26,-10.17,-13.56,-538.0,2955.17,0.56,0.74,1.01,7.47,3.26,4.8,76.08,48.89,112.1,0.01,0.17,0.86,1.26,1.51,220.67,183.55,42.07,33.19,24.32,792.79,73.97,44.47,75.08,11609.47,11.63,25.49,36.2,20.82,96.86,3.14,-87.44,1.19,-102.09,2015,12,0
(주)코아시아옵틱스,196450,2016-12-01,2014-06-02,,"  의료, 정밀, 광학기기 및 시계 제조업",5,-28.83,-82.14,-26.47,-30.03,-53.98,-34.48,391.96,-84.84,-22.5,-125.92,-24.54,-58.9,-91.38,-2409.0,1922.13,0.47,0.72,0.83,9.23,3.74,6.6,55.33,39.55,97.67,0.01,0.16,0.64,1.08,1.22,93.13,89.5,3.93,98.7,-3.07,310.85,115.97,41.64,50.33,-36181.69,-51.79,-460.2,-808.52,-91.15,0.0,0.0,0.0,1.44,-9.95,2016,12,0
(주)코아시아옵틱스,196450,2017-12-01,2014-06-02,,"  의료, 정밀, 광학기기 및 시계 제조업",5,-64.15,-45.8,15.5,-2.19,32.57,-26.98,-66.03,-33.17,32.83,-132.17,2.01,-27.22,-42.35,-245.0,553.26,0.21,0.35,0.32,15.07,3.03,27.64,13.21,24.22,120.59,0.01,0.0,0.28,0.57,0.59,104.83,101.09,25.81,49.26,1.43,268.96,102.86,31.08,67.0,-15245.47,-22.31,-377.15,-2566.53,-107.13,0.0,0.0,0.0,2.2,-0.35,2017,12,0
(주)코아시아옵틱스,196450,2018-12-01,2014-06-02,,"  의료, 정밀, 광학기기 및 시계 제조업",5,-36.38,1.34,-10.78,-16.0,-14.2,-27.57,-43.86,16.82,-5.52,-105.85,-2.15,-15.24,-22.45,-110.0,105.12,0.14,0.21,0.2,11.04,1.88,24.03,15.19,33.07,194.31,0.0,0.0,0.24,0.49,0.52,88.85,83.75,23.16,46.79,-3.36,222.31,107.45,26.8,68.12,-8952.51,-15.6,-194.49,-925.25,-98.88,0.0,0.0,0.0,1.98,-2.38,2018,12,0
(주)코아시아옵틱스,196450,2019-12-01,2014-06-02,,"  의료, 정밀, 광학기기 및 시계 제조업",5,851.55,1345.8,87.29,99.07,92.89,131.22,0.0,926.81,23.68,6.62,3.76,6.65,10.08,46.0,706.65,1.0,1.5,1.43,17.3,16.46,32.45,11.25,21.1,22.18,0.03,0.76,1.69,3.38,4.2,105.0,78.21,27.74,51.24,1.48,277.76,104.16,31.13,66.12,43860.93,38.38,68.64,107.51,50.91,47.2,52.8,13.01,2.42,1.23,2019,12,0
(주)코아시아옵틱스,196450,2020-12-01,2014-06-02,,"  의료, 정밀, 광학기기 및 시계 제조업",5,-9.08,-12.79,-18.44,-17.23,-21.17,-14.55,-409.62,-0.97,5.08,-22.83,-12.56,-17.12,-26.49,-127.0,548.25,0.75,1.16,1.1,8.67,7.04,9.23,39.55,42.09,51.84,0.02,0.15,1.18,2.37,3.27,93.84,66.09,9.07,58.76,-2.11,206.74,107.75,32.13,62.99,26028.64,27.52,45.0,66.72,33.23,82.27,17.73,-68.69,1.26,-11.63,2020,12,0
(주)코아에스앤아이,52350,2011-12-01,2001-07-20,2012-04-17,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",4,-22.55,-95.53,-60.7,-69.3,-75.8,-82.19,154.85,0.0,2.79,-374.39,-75.75,-95.79,-114.31,0.0,874.42,0.26,0.31,0.4,0.0,17.22,20.61,17.71,0.0,21.19,0.29,0.0,0.59,0.71,0.71,166.09,166.09,0.05,43.84,9.25,223.22,110.41,23.24,69.52,-18870.74,-169.09,-6450.18,0.0,-310.43,0.0,0.0,0.0,1.78,-4493653.05,2011,12,1
(주)코엔텍,29960,2011-12-01,2004-06-18,,"  폐기물 수집, 운반, 처리 및 원료 재생업",5,16.69,-2.02,-1.62,8.55,10.5,60.15,87.92,0.15,29.3,18.78,11.42,8.69,10.1,123.0,649.64,0.46,0.54,0.58,851.22,7.11,37.99,9.61,0.43,51.34,0.02,0.0,1.59,2.25,2.26,284.82,284.21,199.23,15.21,15.77,253.58,87.22,24.3,86.8,17840.59,24.42,38.36,163.81,54.92,29.38,70.62,34.2,0.68,138.66,2011,12,0
(주)코엔텍,29960,2012-12-01,2004-06-18,,"  폐기물 수집, 운반, 처리 및 원료 재생업",5,16.85,-1.67,-1.11,14.67,14.95,63.85,58.55,-13.89,36.82,25.49,14.02,12.34,14.2,194.0,759.09,0.48,0.56,0.69,1068.04,8.15,48.7,7.5,0.34,44.81,0.03,0.0,1.26,1.62,1.62,404.52,404.06,258.31,14.94,26.13,291.48,75.03,34.72,87.01,22489.57,26.85,50.12,215.79,59.25,25.5,74.5,43.01,0.81,5910.45,2012,12,0
(주)코엔텍,29960,2013-12-01,2004-06-18,,"  폐기물 수집, 운반, 처리 및 원료 재생업",5,2.13,3.48,11.32,11.15,12.53,10.83,-7.01,23.16,33.04,23.2,10.88,10.17,11.62,181.0,775.23,0.44,0.5,0.67,1056.37,7.71,57.33,6.37,0.35,47.34,0.02,0.0,1.02,1.26,1.27,422.86,422.33,246.08,13.53,26.43,327.99,74.23,34.62,88.08,22073.87,23.71,47.24,189.85,56.95,28.42,71.58,40.75,0.82,914.13625,2013,12,0
(주)코엔텍,29960,2014-12-01,2004-06-18,,"  폐기물 수집, 운반, 처리 및 원료 재생업",5,7.32,26.38,23.7,12.24,9.89,-9.41,9.43,27.93,36.21,23.66,11.63,9.96,11.44,0.0,831.95,0.42,0.48,0.61,901.23,7.48,65.09,5.61,0.41,48.82,0.02,0.0,1.05,1.35,1.36,288.5,287.99,137.93,15.96,18.26,360.44,83.56,27.94,86.24,24180.08,23.14,50.2,170.76,58.13,30.0,70.0,40.71,0.76,914.13625,2014,12,0
(주)코엔텍,29960,2015-12-01,2004-06-18,,"  폐기물 수집, 운반, 처리 및 원료 재생업",5,1.68,52.23,37.37,24.93,7.88,-7.13,-15.2,26.28,34.5,19.73,8.52,7.1,8.91,0.0,845.97,0.36,0.45,0.47,721.59,7.15,65.29,5.59,0.51,51.02,0.02,0.0,1.07,1.5,1.51,220.77,220.24,42.06,34.28,11.36,388.86,106.4,20.77,74.47,21527.08,16.49,23.47,56.28,50.89,37.85,62.15,38.77,0.55,903.85,2015,12,0
(주)코엔텍,29960,2016-12-01,2004-06-18,,"  폐기물 수집, 운반, 처리 및 원료 재생업",5,30.26,-1.48,-0.62,17.89,13.79,88.52,76.34,-23.33,37.68,26.72,11.17,10.35,14.17,296.0,1101.92,0.39,0.53,0.53,953.31,7.16,59.57,6.13,0.38,50.98,0.02,0.0,1.09,1.41,1.41,480.6,480.13,271.6,39.14,26.3,442.46,92.93,33.21,71.87,32238.06,20.95,35.88,82.99,58.51,28.67,71.33,45.66,0.6,70.32,2016,12,0
(주)코엔텍,29960,2017-12-01,2004-06-18,,"  폐기물 수집, 운반, 처리 및 원료 재생업",5,11.18,-6.26,-4.84,12.23,13.5,46.58,9.1,-23.78,39.06,26.22,11.8,9.83,13.6,323.0,1225.1,0.38,0.52,0.61,1385.89,6.72,55.47,6.58,0.26,54.31,0.02,0.0,0.81,0.97,0.97,524.5,524.24,328.51,37.58,35.1,502.19,77.91,43.37,72.68,40950.62,23.71,48.53,121.3,66.85,24.61,75.39,39.22,0.69,43.15,2017,12,0
(주)코엔텍,29960,2018-12-01,2004-06-18,,"  폐기물 수집, 운반, 처리 및 원료 재생업",5,17.93,-11.03,-16.36,13.66,18.42,52.85,52.49,20.55,47.06,33.9,16.61,13.27,17.86,492.0,1444.78,0.39,0.53,0.8,1713.29,8.38,78.92,4.62,0.21,43.57,0.03,0.0,0.65,0.76,0.76,636.56,636.31,514.79,32.05,49.16,594.72,55.03,58.33,75.73,50215.7,25.58,67.36,167.24,69.51,19.43,80.57,48.77,0.9,73.09,2018,12,0
(주)코엔텍,29960,2019-12-01,2004-06-18,,"  폐기물 수집, 운반, 처리 및 원료 재생업",5,10.68,-6.44,-2.2,1.49,2.73,4.15,-33.43,-17.2,45.82,33.93,15.43,12.26,16.0,485.0,1422.28,0.36,0.47,0.88,1688.08,8.54,96.49,3.78,0.22,42.75,0.03,0.0,0.54,0.61,0.61,694.42,694.2,203.17,29.73,51.05,611.22,52.37,59.63,77.09,51865.54,26.16,75.43,190.72,72.93,16.02,83.98,46.52,0.97,75.88,2019,12,0
(주)코엔텍,29960,2020-12-01,2004-06-18,,"  폐기물 수집, 운반, 처리 및 원료 재생업",5,-0.4,15.92,14.97,-3.43,-0.93,-15.88,5.85,12.61,51.82,36.06,16.62,13.11,16.79,513.0,1416.6,0.36,0.47,0.82,1745.94,8.83,112.28,3.25,0.21,41.34,0.03,0.0,0.57,0.65,0.65,631.27,631.0,31.51,26.45,43.72,605.56,60.77,51.94,79.08,50661.5,26.46,68.86,213.21,71.53,18.73,81.27,50.41,0.92,97.69,2020,12,0
(주)코원플레이,56000,2011-12-01,2003-07-11,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,-41.68,52.53,30.75,2.65,-22.79,-11.87,0.0,-31.13,8.51,-13.95,-11.2,-12.49,-21.76,-1096.0,6856.21,0.9,1.42,2.31,2.89,5.21,42.02,8.69,126.51,70.05,0.01,0.0,1.03,1.46,2.97,219.72,122.67,26.67,80.47,30.83,824.49,78.34,56.59,55.41,-73.95,-0.09,-0.38,-2.14,-0.1,0.0,0.0,0.0,4.61,-7.81,2011,12,0
(주)코원플레이,56000,2012-12-01,2003-07-11,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,-55.93,2.34,2.18,-16.26,-28.56,-30.4,18.04,-34.98,-5.17,-45.28,-18.21,-19.21,-34.38,-1299.0,3021.38,0.42,0.83,0.89,1.89,3.68,39.96,9.13,193.2,99.13,0.0,0.0,0.51,0.81,1.42,121.08,71.12,21.27,119.0,8.19,589.02,116.0,47.03,45.66,-6806.69,-9.72,-34.53,-168.41,-20.89,0.0,0.0,0.0,1.66,-8.01,2012,12,0
(주)코원플레이,56000,2013-12-01,2003-07-11,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,-9.34,41.54,24.32,-0.43,-7.82,-28.31,-41.6,-19.62,5.64,-36.59,-14.13,-15.47,-25.07,-758.0,2739.3,0.42,0.94,0.71,2.41,7.68,51.84,7.04,151.44,47.51,0.01,0.0,0.48,1.04,1.84,61.35,32.97,9.58,126.5,-21.33,542.95,149.79,33.87,44.15,-2499.48,-3.59,-9.55,-53.26,-8.46,0.0,0.0,0.0,1.23,-5.27,2013,12,0
(주)코원플레이,56000,2014-12-01,2003-07-11,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,6.53,-6.28,-10.47,-3.93,-9.15,8.84,-62.43,-23.43,16.69,-21.78,-3.96,-10.03,-10.29,-283.0,2918.15,0.46,1.14,0.72,3.26,6.6,53.07,6.88,111.85,55.29,0.01,0.0,0.52,1.28,2.1,77.18,52.06,13.34,176.87,-11.35,493.25,170.65,38.37,36.12,2188.82,3.27,8.38,44.29,6.96,144.99,-44.99,-313.03,1.16,-1.28,2014,12,0
(주)코원플레이,56000,2015-12-01,2003-07-11,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,-52.37,-48.19,-41.9,-44.06,-34.16,-47.53,258.03,-44.64,-7.34,-68.87,-11.82,-19.77,-46.67,-1013.0,1389.99,0.29,0.72,0.46,2.31,3.09,28.66,12.73,158.2,118.28,0.0,0.0,0.33,0.77,1.14,68.76,45.15,15.81,114.01,-16.35,324.75,136.99,35.99,46.73,-6458.17,-17.24,-47.88,-2185.81,-43.09,0.0,0.0,0.0,0.75,-10.64,2015,12,0
(주)코원플레이,56000,2016-12-01,2003-07-11,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,109.45,-96.52,-92.59,22.86,26.88,258.64,-22.27,3.97,34.81,-26.67,-14.33,-20.4,-45.99,-635.0,2378.32,0.76,1.72,2.36,6.94,9.45,95.07,3.84,52.59,38.61,0.01,0.0,0.62,1.13,1.35,174.43,155.91,18.02,122.26,40.94,277.54,9.0,95.95,44.99,-4012.07,-9.28,-1183.91,-1325.24,-13.38,0.0,0.0,0.0,4.25,-8.25,2016,12,0
(주)코원플레이,56000,2017-12-01,2003-07-11,,  출판업,6,2.3,30.33,49.96,-48.82,1.35,-52.99,0.0,0.0,43.24,0.59,2.81,0.82,0.92,13.0,2188.55,1.39,1.56,11.68,6.94,10.15,188.4,1.94,52.62,35.97,0.01,0.0,1.4,1.57,2.03,820.16,634.18,153.2,12.23,77.39,281.29,13.32,88.13,89.1,4873.2,22.03,921.18,1157.87,15.89,63.96,36.04,3.72,49.6,0.92,2017,12,0
(주)코원플레이,56000,2018-12-01,2003-07-11,,  출판업,6,-16.13,-17.73,-21.7,0.96,2.55,4.01,-653.68,-9.88,40.18,-3.91,-12.93,-4.52,-5.03,-72.0,1835.53,1.16,1.29,10.99,6.12,11.54,162.93,2.24,59.64,31.64,0.01,0.0,1.16,1.29,1.64,976.9,784.95,123.2,10.49,81.5,288.48,10.17,90.8,90.51,2384.69,10.68,634.69,1002.93,9.27,97.97,2.03,-42.13,45.65,-74.76,2018,12,0
(주)코원플레이,56000,2019-12-01,2003-07-11,,  출판업,6,-23.02,-40.8,20.92,-5.27,-14.07,-7.92,235.18,-58.17,30.22,-17.0,-15.27,-15.48,-17.92,-240.0,1412.99,0.91,1.05,8.72,7.01,14.35,195.19,1.87,52.08,25.43,0.01,0.0,0.9,1.02,1.19,642.23,584.9,196.86,21.81,74.51,245.78,14.31,88.25,82.1,-43.26,-0.2,-15.63,-26.81,-0.22,0.0,0.0,0.0,48.9,-28.51,2019,12,0
(주)코원플레이,56000,2020-12-01,2003-07-11,,  출판업,6,-11.59,85.26,112.17,155.46,62.84,161.22,0.0,195.14,42.07,1.69,2.33,0.79,1.3,20.0,1238.6,0.47,0.77,4.51,5.32,11.5,196.25,1.86,68.66,31.74,0.01,0.0,0.37,0.52,0.58,191.11,171.84,92.2,90.42,43.02,286.91,18.58,90.24,52.51,3363.04,6.22,602.71,847.45,19.21,67.77,32.23,8.82,40.76,1.53,2020,12,0
(주)코윈테크,282880,2019-12-01,2019-08-05,,  기타 기계 및 장비 제조업,5,18.57,100.92,90.38,185.25,389.53,233.69,65.72,0.0,29.89,18.81,18.3,14.87,16.57,2195.0,9991.87,0.79,0.88,3.51,449.75,2.71,100.53,3.63,0.81,134.68,0.01,0.0,0.9,1.02,1.02,756.02,754.3,139.97,11.42,67.2,2268.27,25.13,77.44,89.75,32255.27,27.99,134.56,8441.4,35.41,38.32,61.68,53.12,3.75,130.85,2019,12,0
(주)코윈테크,282880,2020-12-01,2019-08-05,,  기타 기계 및 장비 제조업,5,-50.22,21.26,45.17,10.47,-3.86,0.36,-85.14,3796.29,21.68,5.61,1.06,2.1,2.51,283.0,4902.43,0.37,0.45,1.42,11.21,1.83,22.1,16.52,32.57,198.96,0.0,0.0,0.42,0.51,0.53,323.75,295.22,66.89,28.03,48.63,2149.18,37.95,70.36,78.11,13274.7,10.43,54.48,1870.56,29.27,82.24,17.76,19.18,1.69,5.47,2020,12,0
(주)코이즈,121850,2012-12-01,2012-09-27,,  고무 및 플라스틱제품 제조업,5,27.81,10.79,12.72,40.51,97.68,91.05,0.03,29.65,36.63,14.42,20.66,13.03,21.19,985.0,6245.39,0.9,1.47,1.58,38.1,6.11,20.82,17.53,9.58,59.71,0.02,0.04,1.34,2.1,2.23,256.4,244.22,160.46,43.06,29.43,979.97,74.04,48.24,69.9,16879.09,36.77,88.3,172.11,47.54,41.35,58.65,30.33,1.75,15.21,2012,12,0
(주)코이즈,121850,2013-12-01,2012-09-27,,  고무 및 플라스틱제품 제조업,5,-32.02,35.09,31.98,28.79,-5.67,25.38,0.0,141.92,17.23,-2.9,0.35,-1.33,-2.24,-108.0,3686.22,0.46,0.77,0.88,13.42,4.08,16.31,22.38,27.2,89.53,0.01,0.84,0.71,0.97,1.04,281.56,255.75,120.51,95.31,30.28,924.44,103.59,46.96,51.2,9570.36,16.19,37.59,76.42,39.65,73.69,26.31,-7.31,0.96,-0.18,2013,12,0
(주)코이즈,121850,2014-12-01,2012-09-27,,  고무 및 플라스틱제품 제조업,5,15.44,13.78,11.31,-2.68,-1.84,-18.48,-33.19,66.03,18.01,-1.68,0.27,-0.8,-1.56,-76.0,4255.37,0.48,0.93,0.84,8.23,4.29,22.08,16.53,44.35,85.11,0.01,0.0,0.71,1.11,1.28,127.34,103.56,34.61,93.64,8.45,907.4,117.46,39.34,51.64,10806.26,18.78,38.58,85.81,38.78,67.51,32.49,-4.32,0.91,-0.15,2014,12,0
(주)코이즈,121850,2015-12-01,2012-09-27,,  고무 및 플라스틱제품 제조업,5,-6.67,0.54,-0.52,0.83,-7.97,2.92,423.31,5.7,13.29,-9.4,-2.31,-4.23,-8.57,-259.0,2681.22,0.45,0.91,0.75,5.98,4.33,24.53,14.88,61.0,84.39,0.01,0.0,0.62,1.13,1.4,112.45,90.89,46.4,112.17,4.45,563.77,126.98,40.15,47.13,7052.73,12.16,24.41,55.74,27.12,83.02,16.98,-34.67,0.79,-1.92,2015,12,0
(주)코이즈,121850,2016-12-01,2012-09-27,,  고무 및 플라스틱제품 제조업,5,20.9,-29.1,-9.92,-5.31,9.01,1.55,0.0,74.45,17.51,4.76,1.57,2.65,5.24,157.0,3164.29,0.56,1.1,0.95,5.13,5.13,16.46,22.17,71.16,71.1,0.01,0.0,0.71,1.34,1.81,114.55,76.81,29.84,84.29,5.47,599.89,104.93,43.06,54.26,11705.97,21.31,50.95,113.54,37.23,55.54,44.46,12.8,1.12,1.62,2016,12,0
(주)코이즈,121850,2017-12-01,2012-09-27,,  고무 및 플라스틱제품 제조업,5,-16.07,-8.48,-8.54,-16.84,-24.37,-27.8,-733.51,-31.09,-9.96,-35.96,-14.82,-18.87,-36.26,-951.0,2505.48,0.52,1.01,0.88,4.01,5.85,17.72,20.59,91.02,62.41,0.01,0.0,0.64,1.3,1.91,80.73,55.34,40.73,102.64,-8.93,428.0,126.88,37.38,49.35,-687.73,-1.51,-3.27,-7.9,-2.61,0.0,0.0,0.0,1.18,-14.45,2017,12,0
(주)코이즈,121850,2018-12-01,2012-09-27,,  고무 및 플라스틱제품 제조업,5,-27.44,15.35,10.35,1.69,-31.17,-12.82,-15.95,-7.26,-8.98,-41.66,-15.89,-17.32,-41.92,-775.0,1817.89,0.42,1.01,0.64,3.7,9.62,15.27,23.91,98.65,37.95,0.01,0.0,0.48,1.2,1.77,54.58,36.32,16.34,199.41,-26.67,294.57,203.44,32.05,33.4,934.27,2.01,4.17,13.22,4.88,548.28,-448.28,-853.81,0.83,-9.15,2018,12,0
(주)코이즈,121850,2019-12-01,2012-09-27,,  고무 및 플라스틱제품 제조업,5,85.22,-9.63,-26.55,-11.52,17.52,20.34,-87.54,12.78,11.04,-2.8,-6.24,-2.27,-5.89,-76.0,2668.08,0.81,2.1,1.3,6.69,12.11,20.34,17.94,54.53,30.15,0.01,0.0,0.91,2.16,3.19,102.35,70.26,28.79,125.42,1.0,236.59,127.15,43.6,44.36,8186.29,19.92,37.02,102.13,23.08,67.59,32.41,-12.14,1.51,-2.76,2019,12,0
(주)코이즈,121850,2020-12-01,2012-09-27,,  고무 및 플라스틱제품 제조업,5,4.2,-6.8,-3.88,-1.52,-14.3,1.52,168.46,-24.74,10.65,-7.22,-4.57,-6.54,-15.76,-176.0,2397.74,0.91,2.18,1.63,7.51,11.25,20.39,17.9,48.62,32.46,0.02,0.0,1.11,2.05,2.81,139.18,106.84,65.66,159.03,12.65,202.76,142.61,44.94,38.61,4937.84,12.2,23.96,70.9,13.36,109.3,-9.3,-54.03,1.72,-3.69,2020,12,0
(주)코콤,15710,2011-12-01,1997-09-30,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,12.37,-27.3,-11.4,-2.92,5.83,10.95,154.05,-3.12,26.97,4.14,4.12,3.64,5.29,210.0,4619.17,0.88,1.27,1.48,7.11,3.39,7.2,50.68,51.34,107.54,0.01,0.3,1.36,2.17,3.12,204.61,146.25,5.69,38.26,22.18,744.19,78.28,43.38,72.33,10982.05,12.12,46.85,11429.51,13.56,58.25,41.75,30.5,2.76,12.59,2011,12,0
(주)코콤,15710,2012-12-01,1997-09-30,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,2.9,2.33,14.9,12.52,4.36,9.41,2.74,2.78,25.96,4.05,5.97,3.51,5.17,215.0,4753.16,0.87,1.25,1.51,7.33,3.62,8.04,45.39,49.79,100.78,0.01,0.34,1.32,2.02,2.8,171.74,125.72,1.8,49.26,17.62,776.64,86.29,42.19,67.0,11237.36,11.02,44.75,3527.42,13.49,55.76,44.24,30.04,3.34,33.55,2012,12,0
(주)코콤,15710,2013-12-01,1997-09-30,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,14.3,1.11,17.87,9.37,3.69,-2.28,-7.09,10.05,24.03,3.19,4.76,2.84,4.62,200.0,5432.69,0.89,1.37,1.48,7.87,3.97,7.0,52.15,46.37,92.05,0.01,0.21,1.33,2.24,3.13,127.37,88.94,2.44,57.84,8.1,805.27,98.34,37.69,63.36,12202.2,10.94,47.79,4569.84,12.81,55.89,44.11,24.86,3.75,11.59,2013,12,0
(주)코콤,15710,2014-12-01,1997-09-30,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,8.72,-1.24,-0.51,-5.05,7.0,-12.56,81.26,-0.91,26.15,5.59,8.88,5.32,7.94,362.0,5906.19,0.95,1.42,1.49,8.2,4.38,8.95,40.79,44.49,83.26,0.01,0.27,1.66,2.63,3.87,290.98,191.5,26.97,40.1,22.78,861.63,91.47,34.71,71.38,17736.32,16.75,70.36,9523.68,17.13,38.47,61.53,32.62,4.08,17.69,2014,12,0
